name,date,star,comment,comment_prep,sentiment
Kaffha Teknik,17 Agustus 2024,1,"MLBB adalah game dengan matchmaking terburuk . Karena selalu mendapatkan tim yang tidak bisa main sedangkan musuhnya terdiri dari player yang jago semua. Kalau hal ini tidak segera diperbaiki/dihentikan, maka saya nyatakan MLBB sudah menjadi ""DEATH GAME""!!!!!!!!",mlbb game matchmaking terburuk tim main musuhnya player jago diperbaiki dihentikan nyatakan mlbb death game,negatif
Maulana Kamil,27 Agustus 2024,1,"Man kenapa kayak kena hack tiba² layar nya ngebug, ke stuck di situ selama-lamanya dan gak bisa screenshot, GK bisa keluar game, tampilan mati daya nya gak ada hampir panik gw. Untung aja bisa game ya kurang bgus lol",man kayak kena hack tiba² layar nya ngebug stuck situ gak screenshot gk game tampilan mati daya nya gak panik gw untung aja game ya bgus lol,positif
Aamynoona Bangtan,9 Desember 2024,1,We montoon kau bikin game ngotak dikit..main kasih musuh yang selevel banyak beban...apaan ini.kalau emang Hero sudah ada line nya masing masing kenapa masih kau izinkan yang bukan line nya digunakan Hero lain....bikin rusuh saja. Payah banget..,we montoon kau bikin game ngotak dikit .. main kasih musuh selevel beban ... ini.kalau emang hero line nya kau izinkan line nya hero .... bikin rusuh payah banget ..,negatif
Egie Jufrido,20 Agustus 2024,1,"Matching sering kali tidak adil, sering kali mendapatkan lawan yang tidak sepada. sekali dapat tim bagus, lawan nya buruk semua (jadi terlalu mudah serasa lawan bot), tapi jika dapat tim buruk semua lawannya bagus semua (sangat tidak adil) sehingga cepat bosan mainnya, dan sudah bisa ketebak dari awal hasil pertandingan nya bakal menang/kalah nya.",matching kali adil kali lawan sepada tim bagus lawan nya buruk mudah serasa lawan bot tim buruk lawannya bagus adil cepat bosan mainnya ketebak hasil pertandingan nya menang kalah nya,negatif
Deden Mantofan,10 November 2024,2,"Benerin jaringan nya woy ,ping ijo tapi tiap mau war tiba tiba merah ,nonton YouTube Ig an apapun itu lancar lancar aja ,giliran di pake ml tiba tiba buruk ,skin doang di jual mahal di dalem game nya busuk !",benerin jaringan nya woy ping ijo war merah nonton youtube ig an apapun lancar lancar aja giliran pake ml buruk skin doang jual mahal dalem game nya busuk,negatif
Dave Meshac,4 Desember 2024,5,"Tingkatkan jaringan nya dong, trus knp slalu dpt tim bocil dan jjka dpt tim kuat msuh jg lbh kuat.. Prcuma main gams buang2 wktu jdinya dpt dark system..capekk Woiiii capeekkk dapat dark sistemmmmmm montonnn",tingkatkan jaringan nya trus knp slalu dpt tim bocil jjka dpt tim kuat msuh jg lbh kuat .. prcuma main gams buang2 wktu jdinya dpt dark system .. capekk woiiii capeekkk dark sistemmmmmm montonnn,negatif
santi 031,29 November 2024,4,"permainan nya emng bgus,,seru tapi pas maen sinyal nya tb tb merah,,,terus gabisa nyalain mic,,,knpa yaa,,padahal aku dah lama maen cuma baru download lagi",permainan nya emng bgus seru pas maen sinyal nya tb tb merah gabisa nyalain mic knpa yaa dah maen download,positif
echa naura,5 Desember 2024,3,"dapet tim nya ga pernah bener asli dah, tapi dari event nya bagus² kok keren terus juga skin gratis itu udh kerenn jadi oke lah ya, yg bikin mines nya tuh selalu dapet tim yg ngerti cara main hero, rotasi, dan membeli item yg pas sama keadaan atau hero nya udh jadi sih moonton. sekian terima skin",dapet tim nya ga bener asli dah event nya bagus² keren skin gratis udh kerenn oke ya yg bikin mines nya tuh dapet tim yg ngerti main hero rotasi membeli item yg pas hero nya udh sih moonton sekian terima skin,netral
Bilal Ezekhiel,23 Agustus 2024,1,Semuanya udah bagus tapi harus banget kah setiap pemainnya dikasih tim yang gak seimbang??? Tim lawan dikasih musuh yg Jago jago sedangkan gw dpt team yg gak bisa main + gak jelas Udah gitu banyak beberapa hero yg demagenya gak masuk di akal yang dimana itu sakit banget Sering banget bikin stress gra gra playernya dikasih lose streak trus kadang kadang,udah bagus banget kah pemainnya dikasih tim gak seimbang tim lawan dikasih musuh yg jago jago gw dpt team yg gak main gak udah gitu hero yg demagenya gak masuk akal dimana sakit banget banget bikin stress gra gra playernya dikasih lose streak trus kadang kadang,negatif
Bayu Setiawan,6 September 2024,1,"Pas gw masuk pertandingan tuh tiba mulai ya g bisa gerak control dan semua tuh, nah padahal kan jaringan gw lancar lo tapi jalan sendiri aneh kan selama 1-10 menit.. nah coba pas gw keluar game masuk lgi tiba g bisa masuk pertandingan trs pas udh liat store gw lahh malah tulisan ada afk padahal kan gw pas masuk pertandingan ya.. tolong perbaiki masalah tuh, jangan rugi para player main tuh... Kalo g perbaiki gw uninstall game tuh.. 😭😭 kalo g percaya coba adv server paling sama gw nasib y",pas gw masuk pertandingan tuh ya g gerak control tuh jaringan gw lancar lo jalan aneh 1 10 menit .. coba pas gw game masuk lgi g masuk pertandingan trs pas udh liat store gw lahh tulisan afk gw pas masuk pertandingan ya .. tolong perbaiki tuh rugi player main tuh ... kalo g perbaiki gw uninstall game tuh .. kalo g percaya coba adv server gw nasib y,negatif
Marcho Sutejo (Kazeo),16 November 2024,1,"Saya sudah melakukan misi top up event 11.11 sampai 500 diamond. Kenapa saya tidak mendapatkan token draw, bahkan quest top up pun tidak terselesaikan.. tolonglah di bantu. Kenapa banyak sekali bug sihh.. tadi tidak ada quest top up, sekarang sudah muncul quest top up tpi malah tidak terselesaikan, dan saya tidak mendapat token draw.. bantu lah woyyy.. event Elit.. BUG sulit",misi top up event 11.11 500 diamond token draw quest top up terselesaikan .. tolonglah bantu bug sihh .. quest top up muncul quest top up tpi terselesaikan token draw .. bantu woyyy .. event elit .. bug sulit,negatif
I am Fatha,27 Oktober 2024,1,"Magic Chess ya diseimbangin lagi ya tot kesempatan dapat hero ya, masa musuh gua pada stage 2 udah punya hero 2 gold 3 bintang, lah gua stage ke 3 hero 2 bintang aja susah, kemudian ngasih hero ngotak lah gua pake sinergi apa aja susah dapatin hero ya, mudah kan lah orang main game . Orang cari fun main game lu susah in kalo gak susah minimal seimbang la ga stres aja yang di dapatkan",magic chess ya diseimbangin ya tot kesempatan hero ya musuh gua stage 2 udah hero 2 gold 3 bintang gua stage 3 hero 2 bintang aja susah ngasih hero ngotak gua pake sinergi aja susah dapatin hero ya mudah orang main game orang cari fun main game lu susah in kalo gak susah minimal seimbang la ga stres aja dapatkan,negatif
Fandika Dwi Wandana,29 Desember 2024,1,Moonton kasihlah tim yg pro jangan yg dark sistem. Player bucin lah ya sekali sekali gpp tapi ya jan sering jg oi. Dah naik yurun rank gw. Dah capek stuck legend kasih tim yg seimbang jan yg dark sistem,moonton kasihlah tim yg pro yg dark sistem player bucin ya gpp ya jan jg oi dah yurun rank gw dah capek stuck legend kasih tim yg seimbang jan yg dark sistem,negatif
austin brayen,23 November 2024,5,bagus banget karna banyak dikasih skin sama hero banyak yang direpem jadi lebih menarik tapi tolong jangan kasi kostemer musuh yang susah soalnya bikin gak mau main,bagus banget karna dikasih skin hero direpem menarik tolong kasi kostemer musuh susah bikin gak main,positif
Risang Aldi,20 November 2024,4,Menurut ku mending pensi ini game kebanyakan ga adil nya musuh jago tim sini drak sistem tolong di perbaiki untuk tim yang seimbang buat main biar para player seneng main game ini GAME BURIK LAGI!!!!!!!!,ku mending pensi game kebanyakan ga adil nya musuh jago tim drak sistem tolong perbaiki tim seimbang main biar player seneng main game game burik,negatif
wong bodo,9 Oktober 2024,1,"Tolonglah di perbaiki masalah jaringan, heran setiap sudah masuk in game jaringan/ping langsung jelek, sudah saya coba berbagai kartu dan beberapa wilayah, tetap saja di saat main di sekitar jam 20.00 WIB, jaringan lag terus mau pakai wifi atau pun seluler, parah moonton mentingin event dan skin saja.",tolonglah perbaiki jaringan heran masuk in game jaringan ping langsung jelek coba kartu wilayah main jam 20.00 wib jaringan lag pakai wifi seluler parah moonton mentingin event skin,negatif
WAHYU AnggI.P,1 Desember 2024,1,"Kenapa setiap naik peringkat selalu dapat kawan yg tak sepadan bisa juga musuh macam bott, tolong di perbaiki dong, apa lagi kalo sudah di mythical 3 kali berturut-turut kalah, kenapa sihh??",peringkat kawan yg sepadan musuh bott tolong perbaiki kalo mythical 3 kali kalah sihh,negatif
suhendi abdulah,11 November 2024,5,5 bintang untuk mode magic chess tapi masih ada bug delah gerakan sampai 10 detik di 9 menit awal pertandingan,5 bintang mode magic chess bug delah gerakan 10 detik 9 menit pertandingan,netral
Anand Lase,20 November 2024,1,"Game taik tombol susah di tekan, dellay lama, susah main padahal jaringan bagus, skill lama dellay nya, jadi susah main dan tim selalu kalah",game taik tombol susah tekan dellay susah main jaringan bagus skill dellay nya susah main tim kalah,negatif
Yahoo Hihi,12 Desember 2024,1,Minimal mah ya kalo pengguna baru kasih skin legend lahh montooon kalo misalnya bikin game yang niat lah masa banyak banget sistem hitam nya apalagi di epik/legend beh ga ngotak sistem hitam nya minimal mah alucard itu di revamp dan di kasih skin elite spesial dan epik nah biar enak Bruno Miya atlas Franco itu dihapus lahhh montooon mendingan download honor of king aja banyak skin gratisan dan sistem hitam nya pun sedikit tidak kaya di mobile legend alahhhh game ampass,minimal mah ya kalo pengguna kasih skin legend lahh montooon kalo bikin game niat banget sistem hitam nya epik legend beh ga ngotak sistem hitam nya minimal mah alucard revamp kasih skin elite spesial epik biar enak bruno miya atlas franco dihapus lahhh montooon mendingan download honor of king aja skin gratisan sistem hitam nya kaya mobile legend alahhhh game ampass,negatif
jamsut brudass,4 Desember 2024,4,coba gehh jangan banyak player drak sisitrm cape gua main ml ketemu nya player drak sistem udh banyak main pake ego coba kalo yang nama nya chole ketemu tim nya yang jago ini mah gua mau mictik kaga jadi mulu coba di rumah sistem moonton nya janban banyak player drak sistem cape gua maaf gua kasih bintang 4 harus nya bintang lima karena player dark sistem aja,coba gehh player drak sisitrm cape gua main ml ketemu nya player drak sistem udh main pake ego coba kalo nama nya chole ketemu tim nya jago mah gua mictik kaga mulu coba rumah sistem moonton nya janban player drak sistem cape gua maaf gua kasih bintang 4 nya bintang player dark sistem aja,negatif
Edo Marko,2 Oktober 2024,1,"Matching lu ngotak dikit lah,kenapa kalau wr besar di ketemuin sama orang2 yg wr nya kecil, Gak sehat banget buat player solo. Ayo lah, perbaikin sistem matchingnya ,bukannya berbenah malah makin buruk. Percuma event banyak kalau sistem permainannya yg menyiksa bikin setres,buat pemain gk betah dan akhirnya berpindah ke game moba lain. Tolonglah bug nya di perbaiki,gw main malah gk bisa gerak bahkan warna turetnya pucat di map,tim juga gak gerak pembenahannya lah su",matching lu ngotak dikit wr ketemuin orang2 yg wr nya gak sehat banget player solo ayo perbaikin sistem matchingnya berbenah buruk event sistem permainannya yg menyiksa bikin setres pemain gk betah berpindah game moba tolonglah bug nya perbaiki gw main gk gerak warna turetnya pucat map tim gak gerak pembenahannya su,negatif
Noice Gembul,4 September 2024,2,"Tolong jangan seenaknya nuntuk memilih tim.......apalagi kalo ada tim yang bot..... Menurutku ini sudah keterlaluan...... Meskipun grafiknya bagus dan heronya yang bagus...... Tapi apa gunanya kalo game ini membuat orang marah sampai melempar HP......,",tolong nuntuk memilih tim ....... kalo tim bot ..... menurutku ...... grafiknya bagus heronya bagus ...... gunanya kalo game orang marah melempar hp ......,negatif
HAFIZH GAMING,16 Desember 2024,5,Game yg sangat menyenangkan banyak player dark system di sini seru bangettt banyak tantangannya bnyak yg mencuri buff dll seruu banget tapi sayangnya kalo toxic malah kena mute jadi ga bisa ngetik kurang seru☺☺☺☺🔪,game yg menyenangkan player dark system seru bangettt tantangannya bnyak yg mencuri buff dll seruu banget sayangnya kalo toxic kena mute ga ngetik seru,positif
Hendri,8 Agustus 2024,1,"Kondisi jaringan tidak kondusif, harus benar benar stabil, banyak lag nya. Padahal pake game moba lain lancar dan untuk pembelian Hero sangat mahal harus pake diamond, jdi lebih di utamakan top up. gamenya ngemis amat bukanya buat usaha. Saya harap pihak moonton menanggapi tanggapan dari player demi kenyamanan bermain",kondisi jaringan kondusif stabil lag nya pake game moba lancar pembelian hero mahal pake diamond jdi utamakan top up gamenya ngemis bukanya usaha harap moonton menanggapi tanggapan player kenyamanan bermain,netral
Hendra Santoso,25 November 2024,1,Kok resource yang ku download sering hilang terus sih ... Capek download nya aku loh ... Mau main harus download Mulu.. bug kah? Tolonglah moonton.. . Pengen main nyaman akunya,resource ku download hilang sih ... capek download nya loh ... main download mulu .. bug kah tolonglah moonton .. pengen main nyaman akunya,negatif
Senja Putri,9 November 2024,3,"Buat monton yg terhormat,tolonglah kasih tim yang bagus dikit napa,baru menang sekali kalah 10 kali,udah sakit hati lost trek ditambah lagi dapat tim yg aduhhhh trus musuhnya jago,trus knp kalok ditim aku misalnya pake hero alpha atau yg lain,kok tolol banget trus pas musuh yg make kok jago banget,capekkkkkk monton capekkkk,,,game udh bagus,tapi tolong lah perbaiki sistem antrean nya biar dapat tim sama musuh yg seimbang,niat maen game biar gak sakit hati,pas login eh tambah sakit,tolongg monton",monton yg terhormat tolonglah kasih tim bagus dikit napa menang kalah 10 kali udah sakit hati lost trek ditambah tim yg aduhhhh trus musuhnya jago trus knp kalok ditim pake hero alpha yg tolol banget trus pas musuh yg make jago banget capekkkkkk monton capekkkk game udh bagus tolong perbaiki sistem antrean nya biar tim musuh yg seimbang niat maen game biar gak sakit hati pas login eh sakit tolongg monton,negatif
Salman 123,6 September 2024,1,"Bisa gak lawan dan teman itu disesuaikan bukannya malah dicampur,yang baru main digabung sama player yang udah lumayan,kan yang rugi teman satu teamnya,ini game moba wahai bapak/ monton satu player gak kompak atau levelnya lebih dibawah dampaknya satu team,sadar wahai saudara/saudari monton,bisa di sesuaikan lawan nya gak?,kalo gak bisa mohon tutup aja ML biar kami pindah ke honor off king aja,disitu enak, pemerataan level player bagus,grafik bagus,lah produkmu ini monton,banyak makan jaringan.",gak lawan teman disesuaikan dicampur main digabung player udah lumayan rugi teman teamnya game moba monton player gak kompak levelnya dibawah dampaknya team sadar saudara saudari monton sesuaikan lawan nya gak kalo gak mohon tutup aja ml biar pindah honor off king aja disitu enak pemerataan level player bagus grafik bagus produkmu monton makan jaringan,positif
Imam Rahmadi,13 Agustus 2024,2,"Apalah game nya bikin kesel terus,kadang sinyal lag tiba"",pdhl wifi/data lancar,trs sering banget dpt team yang gak jelas dan knp pas 1★ lagi naek tier pasti ada aja beban team(drak sistem), ayolah jadi game yang gak gampang naik darah.masak kalah sama game sebelah,jadi pengen pensi.Kalo masih gini terus, mending pindah aja ke game sebelah",apalah game nya bikin kesel kadang sinyal lag pdhl wifi data lancar trs banget dpt team gak knp pas 1 naek tier aja beban team drak sistem ayolah game gak gampang darah.masak kalah game sebelah pengen pensi.kalo gini mending pindah aja game sebelah,negatif
wahyu mau lana,17 Oktober 2024,1,"Drak sistem, setiap tingal satu bintang lagi buat naik rank di pertemukan dengan team bot/komputer, game ini sekarang ga Rekomendasi buat yang tadinya menghilangkan stres atau menghibur diri malah bikin naik darah, tolong perbaiki sistem matching dan di pertemukan dengan adil, supaya tidak ada terjadi seperti itu lagi kususnya solo rank jangan di pertemukan dengan yang duo atau trio itu sangat merepotkan solo rank",drak sistem tingal bintang rank pertemukan team bot komputer game ga rekomendasi menghilangkan stres menghibur bikin darah tolong perbaiki sistem matching pertemukan adil kususnya solo rank pertemukan duo trio merepotkan solo rank,negatif
Nur Iqbal Ramadhan,12 Agustus 2024,1,"dikasih lose treak terus setiap main, karna dapet tim yg ga sesuai , selalu ga seimbang sama musuh nya yg ngerti main, cape juga selalu menggendong di tim yg isinya Player BOT semua ,atau bisa dibilang seperti DARK SYSTEM MLBB, tolong ya moonton karna game nya udah bagus, kasih juga lah keseimbangan di match nya agar permainannya lebih menyenangkan dan ga bikin stresss",dikasih lose treak main karna dapet tim yg ga sesuai ga seimbang musuh nya yg ngerti main cape menggendong tim yg isinya player bot dibilang dark system mlbb tolong ya moonton karna game nya udah bagus kasih keseimbangan match nya permainannya menyenangkan ga bikin stresss,positif
Ai Aisyah,22 Oktober 2024,2,"Menurut saya pribadi nih ya, game nya asik, menarik dan seru, namun untuk update selanjutnya jangan sampai memakan banyak mb, agar semua orang bisa memainkan game ini, kalau semisal setiap update nambah mb, kami yg ram 3/4 bisa saja semuanya milih berhenti main, but i know kualitasnya bagus tapi kalau kyk gini pemainnya malah nambah turun dan ratingnya bakal ga sesuai sama bagusnya gamenya, jadi saran saya tolong kurangi mb nya biar semua orang bisa main, karna game ini tuh asik, terimakasih",pribadi nih ya game nya asik menarik seru update memakan mb orang memainkan game update nambah mb yg ram 3 4 milih berhenti main but i know kualitasnya bagus kyk gini pemainnya nambah turun ratingnya ga sesuai bagusnya gamenya saran tolong kurangi mb nya biar orang main karna game tuh asik terimakasih,positif
emu otori,7 Desember 2024,1,"masalah sinyal sering banget ngelag,apalagi selalu dikasih tim yang ngefeed mulu sedangkan musuhnya selalu kompak.kalo ngasih tim yang bener lah muntunn😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡playernya pada ngetroll hadehhhh",sinyal banget ngelag dikasih tim ngefeed mulu musuhnya kompak.kalo ngasih tim bener muntunnplayernya ngetroll hadehhhh,negatif
Ky25 Gaming,17 Oktober 2024,1,Update makin enak main Update bikin gw mau pensi banyak bug nya monton tolong di atasi ini bug nya masa gw baru main setelah update tiba tiba psa game play ada tulisan eror tidak di ketahui terus login ulang sampe 2x tiba tiba game dah kelar gk jelas tolong di atasi lagi ini bug nya kalo update yang ngotak lah monton,update enak main update bikin gw pensi bug nya monton tolong atasi bug nya gw main update psa game play tulisan eror ketahui login ulang sampe 2x game dah kelar gk tolong atasi bug nya kalo update ngotak monton,negatif
Risky Jr,20 November 2024,1,permainan ini udah bagus si tapi kekurangan yah saya baru berakar main kalah Mulu coklat padahal ga salah apa apa langsung ga bisa main rengked kredit skor nya langsung berkurang gara gar di riport,permainan udah bagus si kekurangan yah berakar main kalah mulu coklat ga salah langsung ga main rengked kredit skor nya langsung berkurang gara gar riport,negatif
Iann is here,13 Desember 2024,1,"Saya harap,anda bisa memperbaiki masalah dan keluhan yang saya ajukan,tolong perbaiki sistem mematchking nya,saya sudah melapor beberapa kali,tapi tetap sama saja tidak ada perubahan,oke karena g ditanggapin bintang 1 aja",harap memperbaiki keluhan ajukan tolong perbaiki sistem mematchking nya melapor kali perubahan oke g ditanggapin bintang 1 aja,netral
Sefen Gulo17,9 Oktober 2024,1,"Aneh banget ya klo kita jago main nya . Habis pertandingan di suruh login ulang. Trus udah login ulang malah ga bisa masuk lagi, Gua pun nunggu 30 mnt cmn buat login hadehhh moonton sipepek tetep aja ga bisa login padahal jaringan ok, penyimpan juga lebih ok, apa lagi masalahnya, Lu kira gua pake chiter apa. Gaje banget game burik, Lebih burik dari ff.",aneh banget ya klo jago main nya habis pertandingan suruh login ulang trus udah login ulang ga masuk gua nunggu 30 mnt cmn login hadehhh moonton sipepek tetep aja ga login jaringan ok penyimpan ok lu gua pake chiter gaje banget game burik burik ff,negatif
Btgee515 Sehhh,7 Januari 2025,5,"Game nya sangat bagus seru, ga ngebosenin, hype semakin dapet, ga bikin stress juga, pokok nya bintang 5 buat nih game. (Kntl)",game nya bagus seru ga ngebosenin hype dapet ga bikin stress pokok nya bintang 5 nih game kntl,positif
Andira Andira,18 November 2024,2,"Tolong di perbaiki lagi untuk sinyal nya monton, sinyal kenceng tapi masih suka lag, apa lagi pas lgi war, tolong di perbaikii segera",tolong perbaiki sinyal nya monton sinyal kenceng suka lag pas lgi war tolong perbaikii,negatif
Hhd Hdj,7 Desember 2024,5,"game ramah bangett aku aja sukaaa, banyak skin"" menarik yg bagus"" dan ada event skin gratis pula, ayo tunggu apa lagi, download mlbb sekarang!!!!",game ramah bangett aja sukaaa skin menarik yg bagus event skin gratis ayo tunggu download mlbb,positif
FAJAR RAMDANI,20 November 2024,1,"Woiii muntun mana token nolan gua, gua udah top up 250 DM tapi kagak kehitung di jumlah top up nya, kalau begini rugi kita sebagai player luuu, tolong lah perbaiki lagi bugg misi top up nolan nya",woiii muntun token nolan gua gua udah top up 250 dm kagak kehitung top up nya rugi player luuu tolong perbaiki bugg misi top up nolan nya,negatif
Andika,22 Agustus 2024,1,Game nya udah cukup bagus karena ada banyak giveaway skin epic gratis namun ada sedikit masalah saat bermain yaitu Machmacking nya gak adil kadang dapet tim busuk ama musuh nya jago kadang lagi dapat musuh bot hal itu membuat bintang dan rank saya naik turun saat solo terus ya sekarang sering ngelag padahal sinyal nya bagus memank busuk setelah update.,game nya udah bagus giveaway skin epic gratis bermain machmacking nya gak adil kadang dapet tim busuk ama musuh nya jago kadang musuh bot bintang rank turun solo ya ngelag sinyal nya bagus memank busuk update,negatif
Juki,28 Oktober 2024,1,"Saya disconnect karena jaringan lag saat loading in game, setelah saya relog dan bermain, saya dianggap afk oleh sistem jika tim kalah, tetapi tidak dianggap afk jika tim menang, konfigurasi sistem macam apa ini? , katanya membuat peraturan yang adil, tapi kok beda saat menang dan kalah, padahal saya lag karena jaringan dan saya sudah berusaha relog dan bermain kembali. Saat saya mengajukan banding ketika saya dilaporkan pemain lain selalu ditolak, buat apa fitur itu kalau selalu ditolak",disconnect jaringan lag loading in game relog bermain dianggap afk sistem tim kalah dianggap afk tim menang konfigurasi sistem peraturan adil beda menang kalah lag jaringan berusaha relog bermain mengajukan banding dilaporkan pemain ditolak fitur ditolak,negatif
Elvi raudlatun,2 Desember 2024,1,Tolong perbaiki sistem untuk meng hapus draksistem biar ga ada yang selalu setres tim kaya master musuh kaya imortal.sekian dari saya tolong di baca oleh sistem mobilegen sekian termakasih,tolong perbaiki sistem meng hapus draksistem biar ga setres tim kaya master musuh kaya imortal.sekian tolong baca sistem mobilegen sekian termakasih,negatif
DENI R HULU,27 Oktober 2024,1,"Yth. Moonton. Setelah perbaikan yang sempurna, kenapa update kali ini berantakan?. Tolong sesuaikan matchmaking lawan yang setara dan seimbang. Kali ini malah mengecewakan seperti yang lalu berantakan semua. Perhitungan poin protection yang tiba tiba jauh kurang dari hasil akhir. Teman satu tim yang rendah ranked nya di pasangkan dengan ranked yang satu tingkat lebih tinggi dari nya. Bagaimana anda mengatasi hal ini? Tolong jangan membuat kecewa. Terima kasih.",yth moonton perbaikan sempurna update kali berantakan tolong sesuaikan matchmaking lawan setara seimbang kali mengecewakan berantakan perhitungan poin protection hasil teman tim rendah ranked nya pasangkan ranked tingkat nya mengatasi tolong kecewa terima kasih,negatif
Fauzi Anwar,30 Agustus 2024,1,"game nya bagus,,tapi pada permainan magic cess sering terjadi nya ketidak seimbangan pada game play nya karena mendapat kan hero yg d butuhkan sangat sulit,,dan adanya beberapa bug pada masing2 comander. sekian keluh kesah saya.",game nya bagus permainan magic cess nya ketidak seimbangan game play nya hero yg d butuhkan sulit bug masing2 comander sekian keluh kesah,negatif
Riama Sihite,26 November 2024,1,Gem nya bagus tepi kalo ngasih musuh ngotak lah bang masa musuh gua kaya mitik sedang kan aku masih epik jadi tolong di perbaiki gem nya iya kalo masih mau banyak yang main ni .sama jaringan nya juga kuran bagus padahal di kampung gua jaringan lancar (dasar gem sampah kaya sampah yang ada di jalanan,gem nya bagus tepi kalo ngasih musuh ngotak bang musuh gua kaya mitik epik tolong perbaiki gem nya iya kalo main ni .sama jaringan nya kuran bagus kampung gua jaringan lancar dasar gem sampah kaya sampah jalanan,negatif
Anggita Kurniasari,25 Agustus 2024,1,"untuk developer tolong perbaiki sistem matchmaking, saya selalu mendapatkan tim yang tidak bisa bermain sementara musuh bisa bermain. saya lelah losetreak, mohon perbaiki lagi sistem matchmaking dan jaringannya, selalu saja tiba-tiba lag.",developer tolong perbaiki sistem matchmaking tim bermain musuh bermain lelah losetreak mohon perbaiki sistem matchmaking jaringannya lag,negatif
Radea Ardan,6 Desember 2024,4,Saya suka game ini sampe sampe maen tiap hari tapi saya agak gak suka dikit di karnakan game ini banyak sekali orang yang beban atau dark sistem itu penilaian saya terimakasih.,suka game sampe sampe maen gak suka dikit karnakan game orang beban dark sistem penilaian terimakasih,negatif
dawai hidayat,13 Agustus 2024,1,Perbaiki sistem matchmaking di mode rank!!! Sangat tidak seimbang.. saya selalu dapat tim yg tidak jelas bahkan parahnya belajar hero tidak bisa main kayak anak baru lahir masa sudah rank mhytic masih saja ad player seperti itu game ini rusak membuat playernya stress turun rank terus mana ada moba waras yg membuat playernya sampai kalah 7x setidaknya dalam 7 match harus ad menang 4 atau 3 kali kalo selalu kalah berarti sistem matchmaking nya memang buruk.... harap di camkan buat developer,perbaiki sistem matchmaking mode rank seimbang .. tim yg parahnya belajar hero main kayak anak lahir rank mhytic ad player game rusak playernya stress turun rank moba waras yg playernya kalah 7x 7 match ad menang 4 3 kali kalo kalah sistem matchmaking nya buruk .... harap camkan developer,negatif
Wistara Wirasena,18 Agustus 2024,1,Tolong diperbaiki kenapa sekarang saya main malah patah patah/ nge frame padahal kemarin ga kayak gini bahkan settingan ultra saya aja masih kebuka dan fps masih bisa settingan tinggi juga tolong secepatnya diperbaiki🙏 saya sangat tidak nyaman bermain saat ini jika bisa secepatnya beri solusi agar saya nyaman dalam bermain.,tolong diperbaiki main patah patah nge frame kemarin ga kayak gini settingan ultra aja kebuka fps settingan tolong secepatnya diperbaiki nyaman bermain secepatnya solusi nyaman bermain,negatif
Izzat Syarif,15 Desember 2024,1,"Game rusak, sistem macthmaking gak jelas bisa²nya dari 16 macth yang menang cuman 4 macth, sisanya kalah semua. padahal selesai macth selalu dapat medal emas/mvp. perbaikin lagi sistemnya capek kalah mulu",game rusak sistem macthmaking gak bisa²nya 16 macth menang cuman 4 macth sisanya kalah selesai macth medal emas mvp perbaikin sistemnya capek kalah mulu,negatif
Jogi Hotmatua Harahap,14 November 2024,1,"yap per hari ini saya uninstall mobile legend,udah muak sama sistem pembagian matchnya,lose streak boss,skin baru masuk terus tapi sistem matchnya gak masuk akal",yap uninstall mobile legend udah muak sistem pembagian matchnya lose streak boss skin masuk sistem matchnya gak masuk akal,negatif
Aan Novriyansah,20 November 2024,5,"Game banyak bug masa game dengan size lumayan besar masih punya bug, buat klaim tiket 11.11 aja gak bisa, bukan nya cepat di benerin malah di disuruh tunggu sampai tgl 20 aduhh bikin emosi aja ni gameee nanti dikasih kompensasi pakai debu ungu lgii emang kikirrrrr",game bug game size lumayan bug klaim tiket 11.11 aja gak nya cepat benerin disuruh tunggu tgl 20 aduhh bikin emosi aja ni gameee dikasih kompensasi pakai debu ungu lgii emang kikirrrrr,negatif
Difa Kelvin Ananda,28 November 2024,1,Game sampah game smpah monton pilih kasih orng di kasih menang lah gua mau ngpust drak sistem muncul entah apapun di perbaiki hapus drak sistem kalo bikin yang ngotak dikit gimana ga emosi di kasih lostrek mulu males mau main kalo asik kalah mulu game tim ga seimbang hapus aja dari play store hapus aja game sampah,game sampah game smpah monton pilih kasih orng kasih menang gua ngpust drak sistem muncul apapun perbaiki hapus drak sistem kalo bikin ngotak dikit gimana ga emosi kasih lostrek mulu males main kalo asik kalah mulu game tim ga seimbang hapus aja play store hapus aja game sampah,negatif
Enjelina 05,5 Desember 2024,5,"gamenya sangat ramah, playernya juga ramah, baik2 semua, mantap lah, gada kata2 yang gk bagus keluar dari para player di game ini, mantap poll🤘🏻",gamenya ramah playernya ramah baik2 mantap gada kata2 gk bagus player game mantap poll,positif
gerson nehe,12 Desember 2024,1,"Game ini menarik, tetapi oleh karena dark sistem yang tidak jelas kebanyakan player mengutuk permainan ini. Mohon melepaskan dark sistem dari mobile legend. Terimakasih",game menarik dark sistem kebanyakan player mengutuk permainan mohon melepaskan dark sistem mobile legend terimakasih,negatif
