name,date,star,comment
Budhi Darma,13 Desember 2024,4,"Muntun tolong jangan ban player yang menggunakan script,kasihani lah player gratisan,mereka juga pengen make"" skin yang mereka ingin kan yang belum bisa beli,jadi tolong muntun jangan lah ban"
Teo Chandra,2 Desember 2024,2,"sedikit masukan lagi kenapa jaringan yang sekarang jadi kurang lancar Dan Sistem aju banding nya tidak membantu apa apa credit skor terus berkurang jaringan yang sering naik turun game nya jadi gak adil gini, makin kecewa ajah"
Isnatin Isnatin,7 Desember 2024,4,Game nya bagus sih tapi pas berkali kali aku main kok jadi kalah² terus ya ?jadi aku tolong moonton jangan ngasih dark sistem terus ya
Alkhalifi Palamay,17 Desember 2024,5,Game bgus tpi tolong perbaiki bug nya saat saya lagi ngewar tapi gk bisa pencet tombol ulti nya udh 4 kali pencet tpi tetep gk bisa jadi tolong perbaiki🙏🙏
Windra Reza,10 November 2024,1,"Bug sinyal makin parah ,satu server pun leg ,jumping sinyal makin parah ,satu tim dan musuh ngeleg bersama ,makin di update makin gak jelas sistem nya ,perbaiki lah masalah sinyal ini ,semenjak update makin parah bug sinyal nya"
vebbydianda,20 November 2024,2,"makin kesini makin ga jelas game nya, udah sering ls, waktu login juga bikin hp restart ulang, ga tau dah salah hp apa game nya, padahal sebelum'nya normal' aja kalau main, jarang frame juga, kasih tim yg seimbang dong moonton, cape ni ls, niat ga main beberapa hari biar waktu main dapat ws, tetap sama aja, padahal udah main dengan bener, ada aja masalah timnya, pusing lama' main kaya gini cape, niat ngilangin bosen malah dibikin stress, kalau gini muluk mending pindah game aja lah"
Socha Pratama,17 November 2024,1,Moonton tolonglah fiks itu bug tiket 11.11 nolan ronde kedua......saya dah wdp/top up 500 DM tapi kenapa quest top upnya tidak terselesaikan. Ini sifat kikirnya mulai nampak nih moonton Moonton kikir
Salman 123,6 September 2024,1,"Bisa gak lawan dan teman itu disesuaikan bukannya malah dicampur,yang baru main digabung sama player yang udah lumayan,kan yang rugi teman satu teamnya,ini game moba wahai bapak/ monton satu player gak kompak atau levelnya lebih dibawah dampaknya satu team,sadar wahai saudara/saudari monton,bisa di sesuaikan lawan nya gak?,kalo gak bisa mohon tutup aja ML biar kami pindah ke honor off king aja,disitu enak, pemerataan level player bagus,grafik bagus,lah produkmu ini monton,banyak makan jaringan."
HAYATO AWAKENING,12 Desember 2024,1,game ni seru tapi kenapa pas mau naik mytic atau naik pangkat tinggal 1 bintang lagi malah lose strek tolong lah hapus dark sistem selalu pas mau naik dikasih tim bot musuh pro stres den main game ko
rico saputra,27 November 2024,3,"Mobile legend udah ga se asik dulu lagi, nih ya gw liat masak akun akun baru bikin seminggu dah tembus mitik, ngaco kan? Malah akun akun lama yang udah level tinggi dijadiin tumbal kekalahan, keliatan banget pengen bikin betah player baru biar makin naik rating , cobalah bikin keadilan , buat zonasi misalnya ,yang level tinggi sama2 ketemu di level tinggi, yg rendah sama yg rendah jadi mereka yg mau naik level harus sering2 naikin level dulu baru bisa ke level tinggi ranknya itu baru adil,"
Generally Thun,13 Oktober 2024,4,"Mlbb makin berat akhir akhir ini , masa Snapdragon 720 Patch zxusin masih bisa rata kanan , tapi di update patch suyou kadang frame pas war , mohon diperbaiki 🙏 , masalahnya Engine nya masih sama belum mirip versi china nya."
Licht Tzy,20 Agustus 2024,3,"sebenernya dari segi gameplay, animasi, dan eventnya sudah sangat bagus. tapi sayang sekali sistem saat main ranknya sangat buruk bisa dikatakan buruk sekali banyak keluahan seperti 1.role yang sering bertabkrakan, menurut saya ini sangat menggangu kenyamanan saat bermain apalagi saat kita harus ngasih Lane kita ke orang lain. 2. tim yang aneh, terkadang kita selalu menemukan tim yang sngt² aneh saat bermain dan itu sangat menjengkelkan sebenarnya. yanh paling penting harus bermain dng yg setara"
hasan suepp,1 November 2024,1,semakin update semakin sempit ruangan penyimpanannya gk seperti HONOR OF KINGS penyimpanan sedikit full hd full hero 100% ++ coba nih setiap updata data diperkecil masa dipakai di hp ram 4/64 ngeframe padahal ada memori eksternalnya juga
Diki Saputra,2 Desember 2024,5,"Intinya jangan sampai kasih tim yang mainnya gak bener lagi dan jangan Pakai sistem gelap okey ,kalo kayak gitu terus banyak orang yang pakai chet buat pangkat nya jadi imortal"
Muhammad Hasbiyanoor,10 Oktober 2024,3,Draft pick kadang tidak seimbang dan gak sesuai Rank dan Level. Tolong MOONTON di perhatikan. Supaya draft pick di buat lebih adil lagi berdasarkan Rank dan level Hero tsb. Agar para player bisa bermain maksimal tanpa DarkSystem. Terima Kasih
Hantu Memeng,11 Desember 2024,2,Plis lh moonton perbaiki yg relog ulng sendiri itu GK ada . Malah ditengah permainan bisa bisa relog ulng sendiri Dan pas lagi ngeban Hero tiba tiba tulisannya hilang sendiri tuh Perbaiki y moonton 😭😭 Plis lh moonton pas aku main tiba tiba patah patah GK jelas dan relog ulng ny bertambah Dh lh moonton aku main game HOK aj lebih bagus. Selamat tinggal moonton 🥺🥺
Fredirikus Carli,24 September 2024,2,"kurangi sistem matchmaking yang tidak adil dan optimalisasi performa dan jaringan, device saya memakai chipset helio g99 tapi tetap ngelag walau di settingan sedang. serta terlalu banyak dark sistem yang membuat permainan tidak adil. saya sering melihat musuh yang rank nya lebih unggul drpd tim saya. mohon untuk diperbaiki/diminimalisir"
Djoghi Muhamad,6 Desember 2024,1,"masih rating yang sama, rank dan classic menggunakan sistem win streak dn lose streak yang sama, sehingga di classic, jumlah lose jauh lebih banyak dibandingkan jumlah win, ini tolol banget, karena bahaya ke wr, ke story, dll, seharusnya classic dibuat normal, seperti 2 tahunan lalu."
Fatir Sia,25 November 2024,5,Banyak Bug sinyal aman² aja tapi di gamenya sinyal kan ijo ping 19 tapi di game delay² gimana mau main jadi males buat main tolong perbaiki moonton😿
Budi Tajam,7 September 2024,1,"Montoon tolong perbaiki system nya,,setiap main rank trio,duo,solo slalu dikasih rekan tim yang gak bisa main, atau tim yang afk,,ini sangat tidak nyaman dan sangat mengecewakan.... Kalau begini terus jadi tidak asyik lagi game mobile legend ya bagus di hapus aja,,,game moba juga banyak yang lain yang lebih bagus system nya...... Montoon kerja yang benar taik"
Aepsaep 1212,29 November 2024,5,Game nya seru banget tapi ya tambahin lagi dong Heronya Hero barunya aku kasih nama shido dia memakai helm memakai pedang skill satu menusuk skill dua Shield ultinya kayak lapu lapu
Rehan Firmansyah,14 Desember 2024,1,"Moonton gak adil banget, pas gua mau dapat skin Beatrix M5 di spinan ""hadiah keberuntungan"" padahal mau dapat malah Meleng / dilewat skin Beatrix nya apalagi pas main, pemain nya gak seimbang, musuh jago, tim gua gak bagus semua, yang paling parah menurut ku sih pas spin Beatrix malah diliwat itu SKIN! (PERMAINAN KIKIR) pedit amat ini game gak adil"
Andi Waliyyu,8 Desember 2024,3,"tolong hapuskan jasa joki rank,karena sangat menggangu,player yang seharusnya rank bawah sekarang berkeliaran dirank tinggi,sangat menyusahkan ditambah membuat game ini menjadi tidak worth it dimainkan,bagi kalian yang ingin stress cobalah main game in"
Bug in Game,26 November 2024,4,Saya mohon untuk pihak develover game dikompres lagi size kecilin jangan dipaksakan download data untuk hp di bawah rata2 cukup hero nya saja sama map udah gitu aj sih
Achen Tio,28 November 2024,1,Moonton klw kasih tim kayak warior musuhnya kayak glory tolong perbaiki game nya kalau game nya GK berubah sumpah moonton mau bikin yg mainin game ini stres Dan satu kata untuk moonton lu kyk babi yg tidak waras
Johan Zulkarnain,27 Agustus 2024,1,Gimana ceritanya ini game setiap match terlalu sering dapat drk sistem.. Kalo sekali2 wajar ini mah berturut2 & artinya permasalahan di mtch ga bisa di atasi oleh monton itu sendiri.. Pantas saja banyak palyer yg beralik ke game sebelah
Aruss Ruswandi,14 Desember 2024,1,Lah cape games rusak udah cape main maksimal tetep aj dapat tim don9o trus aku g punya tim makanya solo trus eh dapat nya tm g bisa main trus sekali 2 kali si masih wajar inimah ampe udah istirahat dlu eh ttp aj dapat tim beban
Mery Saya,6 Desember 2024,2,"pliss lah ngasih tim yg agak waras dikit, percuma ngasih event gratis banyak² klo dalam ngasih tim masih pilih kasih cape moonton gw main 20 pertandingan dapet apa?dapet hikmah nya doang,tim gw penghuni asli epik sementa musuh mantan glory,cape bener loh moonton niat bikin stres ya?gw rela ngerusak jam tidur demi ml loh,malah dikasih tim yg gabener. ditambah lagi pas serius²nya main rank lagi ngewar malah keluar sendiri dari game,mana pas mau masuk pertandingan di loading screen lama amt,cpe tau"
Jimat Fadila,11 Agustus 2024,1,"Game tidak baik untuk kesehatan mental player harap melakukan setting pada keseimbangan match making game, karena kebanyakan player resah terhadap yang namanya ""dark system"" Atau tim tidak berguna saat melakukan solo, jika pihak monoton menyuruh kami untuk bermain dengan 4 teman maka kami keberatan, jadi tolong jangan hapus tapi perbaiki sistem match makking yang busuk ini👎👎"
Dhicky wahyu30,22 September 2024,1,"makin gak jelas setiap kali update patch lag nya tambah parah game rusak masa ping gw hijau tapi gk bisa gerak kan rusak game ini udah banyak match gak adil,dark system,baru masalah jaringan lagi gak jelass bikin mood main game ini hilangg tambah bosan ni game bukan tambah seru banyakin aja hero dan skin tapi jaringan dan dark system nya di biarin gitu gk jelaslah"
RIZKY AKBAR WICAKSONO,18 November 2024,1,"perbaiki jaringan lu Moonton,dah update masi aja banyak bug sma ngelag,gara gara lu**l**l bintang gua jadi hangus gameplay gua jadi hancur"
Faiz sholeh,27 November 2024,3,"Moonton tolonggg banget ngasi musuh yang sepadan,masa musuhnya mantan mytic/kasih tim yang sadarlah masa ngerank Mulu naik turun naik turun. Ini game buat refreshing apa uji mental,udah kayak looler koaster naik turun naik turun jungkir balik ada yang muntah,udah enak lhoo banyak yang main moonton nya aja yang kuranggg!!! (Semoga dibaca dan diperbaiki) Gua kasih bintang tiga dulu 💢🔥"
Faujan Faujan,13 November 2024,1,"Tolong benerin lagi sistem apk nya,game nya makin tidak masuk akal. Moonton udah gilaa, game nya makin gak masuk akal emang nya ada konsep permainan sering menang dikasih kalah terus? Dimna mana game gak gitu, yang seimbang dong ngasih tantangan nya. Gak jelas makin sini makin gak masuk akal. Tolong benerin lagi konsep game nya, benerin lagi kayak dulu lagi biar lebih seru"
muhammad aditya,2 Desember 2024,3,Emang bagus game nya tapi kalau di kasih yang sangat bodoh mending jangan buat game ini. Masak saya setiap MVP dan timnya selalu perak. Mending hapus game ini. Rugi saya main setiap hari......
puput melia,19 November 2024,4,Seru sih seru tapi tolong hilangkan darksistem dan terkadang juga tim juga tidak seimbang dan tolong juga musuh nya jangan jago terus masa saya di rank epic ketemu musuh yang pernah mitik
Brianm.,20 November 2024,1,"Game nya kurang bgt dari segi pemilihan tim, masih mendingan game sebelah yang jauh lebih bagus, lu kalo mau ngasih konspensasi yang niat napa? udh bikin orng berharap. rating 0 aja ni game"
ihksal Pratama,16 November 2024,1,"Apa²an moonton , fase 2 token nolan 11 .11 aja cuma 5 , dan gua buka wishcore yg 500 malah dapet yg udh dimiliki , gimana player betah sama lu moonton , sedangkan di game sebelah aja gk pelit ini pelit banget , udh lah pindah aja"
Rony Simanguncong,5 Desember 2024,2,"Tolong perbaiki sistem chat, dikit2 kena repot trus mute, maen serius atau ga pun kena repot, Dark Sistem nya keren"
ria Ningsih,13 Desember 2024,1,Saya kecewa.. setiap saya main kalo nyerang musuh jaringan merah tapi pas nyerang minion atau mati jaringan ijo. Ini bukan sekali dua kali tapi sering terjadi.. padahal sinyal bagus tpi di pake main malah merah mulu .. Lebih baik saya uninstal aja deh gantii ke game yang lain kya honor/AOV . Sya main niat nya mau nyenengin diri mau happy malah di bikin emosii.. yang bikin kesal nya pas lagi op op nya hero yang saya mainkan malah tiba tiba bug padahal jaringan ijo
Lia Ade,14 November 2024,5,Gamenya sih ok tapi masih ada bug bug rikal gak ada skin padahal udah pasang skinnya tapi gak ada tolong perbaiki
Joe lazuardy,16 November 2024,1,Moonton pelit bgt fase ke 2 11.11 malah cuma di ksh 5 token?!!Hallowwww mentang mentang udah nggak ada saingan lagi?jgn sampe player pada pindah lagi ke game sebelah yeee...pelittt bgtt
Shofa Ikik,8 November 2024,2,Maaf bintannya turun... Jaringan saya bagus tp klo main selalu lag krn ga tersambung ke server... Mohon diperbaiki.. Klo ga da perbaikan ya bintang turun lagi klo ga ya hapus mobi
Arif Hidayatullah,4 Oktober 2024,5,"Untuk game sih bagus, tapi match kadang agak aneh. Kadang musuh lemah banget, kadang musuh spek top global. Di tim juga sama. Kadang dapat tim jago, kadang dapat spek player baru. Ya gitu lah, dark sistem. Semoga bisa dikurangi dikit"
wazir hanif,19 November 2024,1,Game nya semakin lama bikin setres susah cari sinyal dan juga ada banyak cheat Pantes aja mau bangkrut isinya dark sistem semua minimal kalo update hilangin dark sistem nya lah montoon😑😒😒
Aliesya Humaira,20 Agustus 2024,1,"Tolong lah moonton, saya main dari 2019 sampe sekarang selalu masalah nya di jaringan ... Dalam game jaringan bagus tapi tetap ngk bisa bergerak.. tolong banget masalah jaringan di perbaiki dan tambahan changee tolong ya, dia tu Mage murni kenapa di pake build marksman jadi lebih sakit dari pada marksman, game rusakkkk"
Muhammad riskan Alaziz,11 Desember 2024,1,Kalo ngedraf musuh yang bner dong. Masa menang 3 kali kalahnya 5 kali. Kalo memang adil draf musuhnya yang bner lah d kasih jago jago smua musuh gimana . Maen berapa jam ini menang berapa kalah berkali2 wuhhh
kendon txyy,18 November 2024,1,moonton kenapa sih setiap saya mau naik ke honor atau glory kok di kasih tim yang gak tau cara main?? sedangkan musuh nya pada tau cara main? pantesan aja banyak yang stres ya begini di kasih tim yang gak tau cara main jujur saya sebagai player lama kecewa sama moonton soory saya kasih bintang 1 makasih🙏
All All,7 September 2024,2,Utk grafik nya udh bagus cuma masalah Ping saat di gameplay nya suka banget ningkat sampai 200/ms padahal jaringan kuat 4G soal Paket pun masih Full Data tpi ngelek nya minta ampun jadi pesan aku buat Moonton tolong utk tidak terlalu banyak makan Jaringan
Kuro_machiro art,20 November 2024,1,"Event scam. Team gw cman, gw mantan Mitical glory bintang 50. Yang lainnya cman mitic2 abal2, vs musuh tear tertinggi Mitical imortal 127 + 1 Mitical glory 60 + 3 mitic biasa. Mau balance gimana ini match cba. Gk minta musuh yang gampang minimal team kta nya aja yang setara musuh nya."
Rian Exdi,31 Oktober 2024,1,"Halo Moonton tolong di perbaiki lagi server nya, server nya selalu lag karakter yang kita gunakan selalu jalan sendiri padahal ping bagus 50ms, tolong lah ini sudah dari season kemarin tetap saja masih lag server nya"
Habib Herlambang,9 November 2024,4,tolong spin nya ada persenan nya jadi kalau sudah seratus persen kita bisa dapat skin itu dengan sekali spin . tolong dimudahin biar mudah dapet nya
Mugini Misno,30 November 2024,1,"moonton gimana sih, masa gua dapet coin little commander buat upgrade skil malah gada. plis lah yang bener ajeee mana mahal lagi"
Muhammad Dzikri,24 November 2024,1,"Game gak bermutu,,cuma dua bintang lagi glory malah di kasih tim dark sistem ,tim musuh nya jago,,tahik gak bermutu,,menang 1 kali lose nya berkali-kali,,game apaan ini!"
Juwita gacha_official,6 Desember 2024,4,"Kenapa setelah update kok lag ya? Padahal jaringan saya masih bagus ,, tapi saat ingin bermain classic / rank saat di loading nya itu lamaa banget udh relog tapi tetep aja kaya gitu mohon di perbaiki :)"
Im not Good,10 November 2024,1,"tolong perbaiki jaringannya, saya setiap main ping nya selalu tidak stabil, padahal jaringan saya sudah 5g dan saat menggunakan aplikasi lain sangat cepat cuma di ml yang kurang stabil"
Nur huda Akbar Kurniawan,17 Desember 2024,1,"Tim selalu mengolok olok/menghina saat pertandingan,Tim selalu tidak kompak,sedangkan musuh kompak,game selalu diberikan kalah terus menerus, sering mereport orang padahal tidak menggunakan cheat atau feed dan lainnya"
iin sarimanna Rambe,2 Desember 2024,2,"Good job sihh tapi jaringannya paling utama di perbaiki ,jaringannya hijau tapi leg,truss Lawan nya juga ga sepadan,kurang keseimbangan itu aja sih terimakasih"
Ahmad Kurnia,14 Desember 2024,2,Ini moonton kikir banget sih ko gua bintang 22 kalah 7 kali menang cuma 1 kali kalo lu gini terus lu bisa bangkrut karna pada pindah tapi gua saranin ada iven misi mudah dengan hadiah skin legends tapi skin nya ga di random auto lu bakal banyak yang download ni ml
Yunk Mars,15 Desember 2024,4,"Setelah update terbaru Sinyal nya Jadi jelek ngeprzz, tolong di perbaiki lagi buat jaringan nya"
Riki Arianto,13 November 2024,1,"Lah ini knpa stelah di update bknnya makin bagus kok malah jadi makin gk Nyaman buat main, setelah update jadi suka patah² gk jelas pdhal jaringan bagus, Device juga Support, parahnya lagi bkn di 1 mode aja patah²nya, tapi di semua mode (termasuk Magic Chess). Tolong segera di perbaiki !"
Efraim Waraney,26 September 2024,3,"Gamenya udah bagus dari grafik dan heronya, tetapi moonton tolong perbaiki masalah jaringan di ml karena saya ngelag padahal jaringan saya bagus sudah memakai WiFi tetapi masih lag aja, dan juga setiap saya win streak selalu saja di kalahin terus sampe ke rank yang sebelumnya jadi itu buang waktu, dan tolong atur mode rank ny untuk yang sesama rank seperti epic dan epic jadi tidak kesusahan player untuk push karena ada mantan miytic glory, itu saja keluhan saya semoga di perbaiki dengan cepat"
Rifan Alamsyah,18 Desember 2024,1,"Game gk jelas,wifi lancar tapi malah lag gk jelas, semenjak update sekarang mobile legends jadi banyak bug nya sama jaringannya jelek terus,kalo kaya gini mah mending pensi aja main mobile legends"
Pengguna Google,2 Desember 2024,3,"Apaan sekarang kadang di tengah permainan tiba tiba ngak bisa gerak, dan melekat, harus dikeluarkan dulu baru login lagi, alhasil defeat, mohon diperbaiki lagi montoon, pemain lama ni"
Ilham Ajah,17 November 2024,1,"Lu ada masalah apa si, ini game makin kesini makin gajelas gw hampir menang musuh 1 tower lagi malah ngeleg dan keluar sendiri itu bukan sekali dua kali dan juga bukan jaringan, jaringan gw aman aman aja nyet"
Faiz Faiz,11 Oktober 2024,1,"game yg bisa bikin strees bukan nya penghilang strees malah menambah,udh main sampai hampir 10 macth cuma menang sekali.bisa bisa bikin org jadi gila cuma gara gara game.capek main ni game gak ada faedah nya lama lama.maaf kalo kata kata saya kasar saya hanya memberikan kritik. 🙏"
Meli Kucing,8 Agustus 2024,3,"Grafiknya sih oke, tapi matching terakhir 3 x mau masuk, selalu gagal, dan akhirnya dikurangi kredit skor gara-gara gagal matching, belum siap, padahal jaringan full Wi-Fi dan internet lancar jaya, Hadehh...."
abianna,6 Agustus 2024,1,"Game tidak jelas, bisanya membuat orang stres, saya ingin memberikan 0 jika bisa, skin mahal efek tipis, saya di kasih lose treak terus saya sampai capek dan bug tidak bisa dijalankan padahal sinyal bagus, kalau begini terus peminatnya menurun."
Naufas Ikbal Afis w,12 November 2024,1,"game nya gaadil, gua dapet team selalu dark sistem, mana ketemu lawannya yang ngga setara lagi, ini montoon gila apa gmna?? ayola montoon, perbaiki, jangan gni, kalo terus kya gini, yang cmn bikin stres doang, ayola perbaiki, kasi team emang yang bener bener bisa main, setara, kasi musuh juga setara sama team, ini gasetara buseh, stres gua begini mulu, gua uninstall aja sampe montoon kasi team enak"
Ridho ridho,3 Desember 2024,1,"kalian jangan download ini game yaa , sumpah ini game ngeselin bet ajg masa tiap main kalah mulu apa apaan coba developer nya gak mau ngasih player nya menang , setiap main ketemu dark sistem mulu , mending jangan download deh"
Satrio Semarang,20 November 2024,5,ML adalah satu-satunya game paling seru menurut gue karena di game ini banyak banget momen kocak lah dan meta baru di rank epic 🤣🤣🤣🤣 ngakak banget gua ngeliat nya makanya gue selalu online kalau ada waktu luang soalnya kocak.seru.menantang
Luissinin,18 November 2024,1,"Moonton""kalo ngasih team yg bener, gw yg glory 93 push ngasih team yg stuck honor atau glory perbatasan, capek udh hampir 1 bulan kalo gk balik lagi ya lose strike, season ini sulit bgt di honor. Player lu banyak yg pindah dan juga yg vensi gara"" lu kasih kebanyakan kalah, kalo gk ya seimbang gitu, lu ngotak dikit lah. Kalo gini sp yg gk stress dan mau vensi atau pindah game lain. Udh dari 2020 komen gw kek gini tentang team random, sekarang lu blom bisa optimalin. Gw udh bener"" bosan bye,2018"
Rudy Budi,13 Agustus 2024,1,"Game bikin jengkel, sinyal bagus buat main gak bisa gerak ngelag terus kalau main solo dapat tim bot, sering pembaruan sama aja gak guna, gak ada perubahan sama sekali sering ada yang komplain sama aja kaya gak ngerespon kendala yang sering terjadi saat main game"
Ajid Rbr,13 Agustus 2024,3,Makin kesini makin anah sumvah petama tama lancar² aja kok pas di pertandingan tiba² lag mendadak udh gitu lama bngt. Dan sering keluar sendiri. Tolong buat moonton di perbaiki jangan kek gini mulu. Klo kedepanya kek gini mulu bkl kacau si. Dan satu lagi perbaiki BUG nya.contoh nya kek jaringan tiba² lag
Miftahul Ulum,14 November 2024,2,"Monton kenapa akun ku selalu ada tulisan pemberitahuan offline, padahal saat saya lihat di manajemen perangkat hanya hp saya saja, tolong lah monton akun ku sudah saya top up kan udah banyak tapi malah akun nya tidak bisa di login kan tolong solusinya dan perbaiki bug nya/sistem nya"
Dewi Sriharningsih,13 November 2024,4,"Bagus,tapi darksistem itu tolong dihapus ya moonton sebenarnya ini game itu bagus skinnya juga keren (kecuali Collector Silvana)tapi rusak karena permainannya yang diadakan yang namanya darksistem musuh jago tapi tim kayak bot"
Adit 230,7 November 2024,2,"aplikasi nya emang bagus, tetapi banyak kendala dibelakangnya salah satunya lawan yang tidak seimbang. lalu tolong juga untuk moonton, saat kita keluar game karna ada kepentingan, saat masuk ke In-game nya itu loading saat mau masuk game nya lama banget sehingga di cap afk"
Lukman Mapatumpe,9 September 2024,1,Sistem di dalam aplikasi sangat buruk bahkan TDK bisa Menganti aku yg ada dengan akun baru sungguh buruk kadang juga tdk bisa maen krna kekurangan kredit skor hanya gara² sepeleh seperti jaringan yg kurang bagus dan akibat membatalkan perdinga hanya gara² sepeleh malah kredit skor jadi berkurang
Putu Sukarya,6 Desember 2024,4,"gameplaynya lumayan memuaskan tapi tolong lah moonton kasih tim yang sepadan sama musuh,udah muak gua lose streak mulu"
Endang 001,20 November 2024,1,event ticket the navigator nge bug masih blom di fix udah tiga hari hadeh apaan game gini kecewa bat ga kaya honor of king bug dikit langsung benerin karyawan nya pada tidur kali ya?
Akhmad nazril,13 Agustus 2024,1,"kalian gak usah main game ini, banyak bug, banyak cheater, tim gak jelas, pantes bnyak orang yang pindah ke game honor of king, ternyata gam3 nya gini, kadang jalan sendiri padahal jaringan nya sangat bagus, gua cuma saranin aja sih, game lol ini"
Lanjar Widadi,9 Desember 2024,4,dari gamenya sih udah seru tapi cobak kalo main tu timnya dikasih yang sepadan biar gak lose streak terus kadang musuh nya kayak mytich tapi temennya kayak warior
Putri Apriana,8 Desember 2024,5,"Permainan ini bagus,tapi setiap ingin login selalu lama dan kadang selesai bermain akan keulang lagi"
Kilau Lau,14 November 2024,5,"Untuk developer tolong berikan saya lawan yang sulit terus biarkan saya lose treak sampe warior, saya sudah terbiasa dengan kekalahan yang anda berikan jadi permintaan saya jangan 1 bintang 1 bintang turunnya. Langsung satu tier aja biar lebih menantang"
Dewansah 123,16 November 2024,2,"mohon di konfirmasi lagi moonton saya sudah top up ingin mengambil bonus tiket even 11,11 kenapa tidak bisa padahal sudah masuk diamond nya"
Mimin Aminah,17 Agustus 2024,2,"bgus, cuma nih ya pas mulai main gitu kadang suka lag and suka log out sendiri, terus juga tim nya rank bawah jadi ga setara sama rank kita, dan juga suka dapet musuh yang rank nya pada tinggi-tinggi seharusnya kan rank musuh gak jauh dari rank kita kan, tapi ini tinggi-tinggi musuh nya , dan juga kan rank ku juga agak tinggi ya tapi dapet tim yang masih elite sedangkan aku udah glory jadi kek gak setara gitu tim, nya jadi mohon perbaikannya ya ml, sejauh ini sih aku suka' aja tp mhn untuk d ubh"
Amie Saja,1 Desember 2024,1,Game apa ini rusak sudah .. paketan bnyak sinyal ok. Malah lag trus ...sial...auto hapus
Toba Like,30 November 2024,1,"Cobalah moonton kasih teman Mabar yang serasi ini malah dikasih tim yang tidak tahu line nya , dia banyak main di mid , tiba tiba mau Main di line jungle ,itu juga minus skil ,alhasil jadi duit buat tim lawan baru jaringan tiba tiba merah dan Hero tidak bisa gerak dan patah patah ,kadang sampe selesai permainan , tetap ngelag , menang sekali tapi bisa defeat sampe 7 kali lost strike ,teman Mabar dikasih darksystem ,sementara lawan pro semua ,teman gwe Mabar mythic tetapi permainan seperti warior"
25. Satria Baskoro,15 November 2024,1,Setelah update pengalaman bermain saya memburuk banyak terjadi lag padahal tulisan jaringan saya 20ms semoga cepat diperbaiki
JUL FIKAR,2 Oktober 2024,1,mohon hapus gamenya jika ingin pindah ke pc karna tidak semua di android bisa menyimpan game hingga 7 Gb dan sepertinya sudah tidak cocok di android karna seringinya update pada skin hero. sehingga penyimpanan data sangat menumpuk atau bisa membengkak sehingga sering terjadinya frame/leg yang tidak wajar. hampir di semua android.
Musa Al Malik,22 November 2024,1,"Kenapa saya kais b1? karena ada:Tim yang tidak sesuai dengan ke jagoan player tersendiri,jika bermain selalu ada gangguan jaringan,teman satu tim dark sistem sedangkan musuh jago semua,main berasa 1 melawan 5,tiket gacha gratis sekarang hanya dapat 1 tidak seperti dulu,semakin susah mendapatkan sesuatu yang bagus,rata-rata banyak player dark sistem saat 1 bintang lagi mau naik rank,banyak teman satu tim yang melakukan afk tetapi saat direport hanya berkurang sedikit kredit score nya.sekian🙏"
Natanael,13 November 2024,3,"game ini sebenarnya sangat menyenangkan tetapi, dalam game ini memiliki sistem machtmaking yang sangat tidak adil.Tim kita memiliki skill yang sangat buruk,tetapi dihadapkan dengan lawan yang memiliki skill baik.Saya harap ini segera diperbaiki agak kami tidak toxic dalam game ini."
Annisa Nasywa Faizaa,5 Desember 2024,5,game yang bagus sekali! namun tolong untuk tidak memberikan saya DARK SYSTEM saat bermain mode rank tapi sangat fantastic btw lebih banyakin skin gratis yap kalau bisa kasih w odette ntar tak kasihin rating infinity emwa sayaaang muntun
mahiruuu istri gua,9 Desember 2024,5,game nya bagus ramah tapi kalo main ketemu nya itu yang bukan SE rank sama kita kaya aku kan glory di ketemuin nya sama honor Mawi min coba di perbaiki
DitzFy,10 November 2024,3,"Saya rasa moonton harus lebih memperhatikan masalah di jaringan (jaringan tiba-tiba mati hidup), karna akhir-akhir ini hal itu sangat menggangu saat sedang bermain"
Jimmy Slat,6 Desember 2024,5,"Game ini menarik skali.....Dan Cocok Banget Untuk Ngepush dan main....Tapi Mohon Moonton Turunkan harga skin² Nya,please"
Ivanna Imawan,25 Desember 2024,1,Game lebih sampah dari pada sampah paling burik jumbot game dark sistem jaringan bagus di kasih merah moonton sampah yg buat nya sampah kalo bisa gw gk kasih bintang gw gk kasih bintang asli dah dasar game buatan megawati 🗿🗿🗿 bikin naik darah njir 🗿😡
Atun Atun sanim,7 Desember 2024,1,Semakin ke sini semakin jlk nih game gw lagi main tiba tiba sinyal ilanglah ngebag lah pokoknya moonton tolong di perhatikan tentang sinyalnya Malasah event sudah bagus TPI saya sangat kecewa mohon di perbaiki
fall Tempest,12 Desember 2024,3,Burik dapet tim gak pernah setara Ama sekil gw cuma mau tolong kalo bisa kalo dapet tim itu yang setara gw dari rank lajen 1 masa turun epik lagi gara gara tim bot dan sedangkan tim musuh bagus gitu jadi saya pengen bagi pihak monton untuk mengidentifikasi sekil setiap pemain nya jika tim tidak setara itu dapat membuat stres yang main jadi sekarang saya tanya jadi hok lebih baik daripada ML
Fitri Widyaningsih,11 September 2024,4,"Gamenya seru, bisa mabar, dan bisa pake voice itu biar sedikit bersuara. Tapi tolong hilangkan lag bugnya ya bisa jadi kerusakan pada gamenya. Tolong juga, untuk MLBB itu bugnya agak gimana gitu kyk gak bisa mabar. Makasih 🙏"
