name,date,star,comment
J Liem,3 September 2024,4,"Saran dari gua ya untuk HOK : 1. Kalo ngadain event jangan yang ada unsur g4y kaya kemaren lah, udah tau server indo ga bakal nerima event kaya gitu sampe kapanpun. 2. Bot nya tolong di kendaliin min, kadang gua satu tim ama bot (menangnya dikit kebanyakan kalah), kadang di tim musuh (sampe tim nya rata wkwk). 3. Loading screen sebelum match butek banget keliatannya (menurut gua), malah ke emel jaman purba wkwk. 4. Pas selesai match suka lama (ga bisa langsung pencet konfirmasi) optimalin lagi."
Manarul Hidayat,13 November 2024,1,"Lu maen solo susah Dapet team bot terus, gila emang. Dapet tim ngasih feed terus, ga tau cara main Game bagus, tapi banyak pemain yang tolol, Uninstall lah cape, tadi mikir mau top up tapi main dapet tim bot terus buat apa, percuma. Setiap report orang juga ga berguna"
Tedy Farikesit,20 Oktober 2024,1,"Hok gamenya banyak bug lagnya tolong perbaiki severnya padahal hp aku baru kok masih lag? Ada bug layar ga full ,heronya malah gerak sendiri dan bug buka event suka keluar sendiri. Padahal gw download sudah fullnya Pls perbaiki bug lagnya DASAR CHINA GW LAGGING MULU PEA HOK ANJ GA JELAS LU PEA LAG MULU PADAHAL HP GW SAMSUNG ULTRA 14S PEA!!!! JARINGAN GW IJO 10 MPS MASIH LAGG LAGGING"
Yellow Unpolite,29 Oktober 2024,3,"Sekarang masuk room udah crash terus jadinya nggak bisa main, padahal wifi bagus grafis rata kiri, kesal lagi seru2nya main hok jadi nggak bisa main udah hampir seminggu"
Hana Hasyanah,30 Oktober 2024,5,Jujur aku nyoba HOK global belum lama dan sekalinya main tuh langsung suka hehe. Soal grafik dan sinyal menurutku aman² aja sih ya asalakan disesuaikan aja sama spek hpnya ngedukung/enggak. Dan selama ini main ranked juga ya normal² aja emang namanya game gamungkin kan terus² an menang/dapet team jago. Aku yang solo aja lancar kok dan sistem HOK gabegitu parah kalau kalah wkwk. Overall aku enjoy sama ini game♥️♥️♥️
Shorts XD,27 November 2024,1,"Dear HOK, perbaiki sistem lanenya!! Masa pasang mid/roamer dapat nya roamer Mulu, sampai ls anjer. Kasih prioritas Lane lah biar enak. Gatau bakal di baca gak ni 🗿"
Hana TV,23 Agustus 2024,3,"Please lah damage tower itu di tambahin lagi agak sakitan dikit napa, masa buat bunuh 1 minion aja lama sering banget musuh baru nyampe base tpi tower udah hancur minion 1 juga kagak mati sama tower, durasi recall yang terlalu lama, yg lain gk masalah lah ini yang damage tower ke minion tolong lah agak di rubah karena menurut ku hanya dengan 1 minion tower bisa jebol apalagi base hadeh, moba yang lain gak lemot amat damage tower nya beda sama hok 🙂"
Trimarga Lukas,22 Oktober 2024,2,"Game kocak, baru aja gue main, tower darah setengah tiba2 udah lose, hero banyak yg skil nya delay analog gerak sering banyak bug nggak bisa gerak, tolong di benerin, dr pada gue balik ke ML lagi"
YandiEka (ekstydku),25 Juli 2024,1,"Kenapa saya sllu dikasih tim payah,, dan lawan yang berat,, percuma MVP terus tiap kalah bintang berkurang,, dari master 1 bintang5 tinggal 1 bintang lagi ke grandmaster saya sllu dikasih lawan yng berat dan tim payah,, 7x kekalahan sudah di dapat 5mvp 2gold.. tolong"
Wozniak Pansy,29 Agustus 2024,1,Gameplay dll cukup oke Tapi tolong di perbaiki masalah bot dan player afk/player yg ngefeeding Tambahan waktu draft rank lebih sering ketemu bot dan kalau sekalinya ketemu player semua kebanyakan nyoba hero di rank terus bikin kalah tim!!!
RagiL Faa,31 Oktober 2024,4,"Buat grafik udh bagus cuma bermasalah sama ping jaringan aja suka jumping , lagi war tiba-tiba ping tinggi , kalau bisa tolong diperbaiki lagi masalah sinyal."
danu danuarta,10 Januari 2025,5,"sangat seru,gratis skin dan Hero banyak, semoga masalah ping bisa di perbaiki"
Zan Nara,26 Juli 2024,1,"Terserah mau mengadakan event gratis apapun, jaringan tolong lebih diperhatikan lagi! saya pakai wifi sama provider untuk game moba sejenis lancar tanpa hambatan, giliran main HOK ping naik turun tidak jelas cukup kecewa karna game sebagus ini harus ada kendala di jaringan"
Nickname Old,9 Desember 2024,3,"Untuk Honor of kings yang terhormat saya ingin komplain tentang sistem pembagian tim, awalnya pas saya tidak pernah login selama 24 hari karena ada urusan penting itu kan saya login kembali , lalu saya mendapatkan hadiah login kembali seperti biasa, nah pas saya bermain 1 pertandingan di rank saya bertemu team yang sangat bodoh sedangkan team musuh tu rata rata jago semua jadi saya mohon untuk perbaiki pembagian teamnya terutama untuk player yang login kembali seperti saya!"
Toni Syahputra,31 Juli 2024,2,"buat pihak pengembang mohon diperhatikan lagi untuk size game,baru awal rilis bahkan season 1 belum kelar hero juga belum banyak banget tapi size udah hampir 8GB nggak kebayang bakal sebesar apa ini game kedepanya mohon untuk berikan opsi lain agar bisa diperkecil terimakasih."
OhMy Bunny,4 September 2024,1,"Matchmakingnya gak seimbang kebanyakan dapet player bot, terlalu banyak stun jadi gak balence. Lebih baik dikurangi itu efek stun, masa main dapat musuh full stun , ya pasti mati lah kocak. Baru gerakannya lama, klo musuhmya hpnya tebel, tebelnya gak ngotak anjin*, pengurangan armor nya susah, jadi gak balence. Lebih bagus game sebelah. Klo masih ditier rendah mah ok2 ana main solo. Tpi kalo sudah di tier atas gk direkomendasikan buat main solo."
Mouza Mouza,24 Agustus 2024,1,"ini yg mau nyaingi ml game tak sesuai ketemu tim sangat tidak adil ,lebih jago musuh ketimbang tim . bug parah bner sinyal ok data ok wifi ok ,ketika di dlm game leg parah. sangat kecewa gua main hok dari s1 hingga sekarang. mohon diperbaiki lagi jika game ini mau berkembang dan bersaing dengan game lain nya. !"
Brodi __,17 Agustus 2024,1,Game nya bagus. Tapi sayang nye itu bohong. Setelah saya mainkan bnyk ketidak jelasan dlm game. Barusan banget main. Ditengah² game tbtb gak bisa gerak dan gak jls nya lgi ketika saya relog hanya loding lama. Tapi game nya sudah berahir dan tidak ada riwayat game nya. Banyak bgt bug2 yg gak seharus nya ada. Gmnh mau menikmati gameplay. Sedangkan kita hanya mau main game untung menghilangkan rasa bosan. Bukan senang malah makin batmod karna game yg banyak bug tdk jls. Game rusak kntl.
QuinSha,28 November 2024,2,Pembagian team yang sangat tidak adil!!. Setiap Bermain Selalu Dengan Player yang tidak selevel.musuhnya yg jago parah gak ngotak.tolong dong di perbaiki sistem match nya
Yoga kyya,29 Oktober 2024,1,"Kecewa setelah update season ini banyak boot berkeliaran dilaporin juga gak ada guna nya sistem penilaian nya juga cacat roam yg cuma maju mundur gak bisa ngeback up aja bisa mvp, tower inti nya juga tebel kaga demagenya lebih sakit Minion mencari pemain dah lama gak sesuai juga dgn land yg di ingin kan"
Tri Widata,24 Desember 2024,1,Game ampas mana sering macet udah gitu sinyal yg td hijau jd merah terus ijo lg pas mati dan habis selesai perang mau kembali ke lobi lama bngt g jelas
Aln Nadil,5 Oktober 2024,2,Pengalaman paling buruk ketika bermain game ini adalah sering lelet dan lemot ketika masuk di macth rangked padahal sinyal penuh dan yg paling menjengkelkan adalah ketika tulisannya berubah jadi kotak kotak gak jelas.
Secon Civiel,23 Oktober 2024,1,wajar saja game ini semakin sepi. tanpa peminat malah . system levih rusak . bisa kah pihak developer menjelaskan KENAPA DALAM MATCH selalu relog?? dan itu membuat player RUGI karna hilangnya poin . dan di band player lain . gunakanlah kebijakan untuk membuat nyaman player . BANED AJA tanpa tau apa penyebabnya . UNINSTAL
Sarpian,21 Agustus 2024,2,"Tolong stabilkan jaringan aja bro tiba tiba nge lag gk jelas, kaya rambu lampu lalu lintas hijau-kuning-merah, saya bermain HOK disamping player MLBB kok dia gk nge lag, cuma saya saja padahal 1 Wi-Fi. Dan juga stabilkan FPS nya udh di setting tinggi, eh tiba tiba FPS nya jadi 9-36. Sekian itu saja."
MiracleGG,26 September 2024,3,Game ini bagus namun setelah pembaruan Banyak perubahan yg membuat saya kecewa . Size game makin besar Grafik malah tambah burik Kmren udah bagus grafik hd nya jalan ini udh gbsa ..kalo mau update game itu di tanyakan ke user game dulu Rata rata udah bagus jangan di otak Atik Kalo bisa perbaiki masalah d game play aja Masih banyak bot + match g sesuai Dan satu lagi party epic dan legend gbsa ber 5 suram ber 3 isi nya bot dua orang sad game
Derbi Romeo Iscahyono,9 Januari 2025,5,"Mungkin bisa ditingkatkan lagi soal server lokal, penyediaan server lokal.bagi setiap negara"
-ANO MIN-,26 September 2024,2,"Saat bermain dari kedua tim sangat tidak seimbang, sering sekali dapat teman atau musuh yang tidak bisa bermain dengan baik dan benar. Ini sangat mengganggu apalagi saat main rank sering sekali ketemu teman yang tidak bisa bermain sedangkan tim musuh dari segi makro dan mikro lumayan bagus, apakah itu seimbang? Karna ini lah yang bikin saya males buat main rank dan kalo ini terus berlanjut saya minta maaf mungkin saya akan hapus game ini"
Haris Firmansyah,1 November 2024,1,Game rusak parah lebih parah dari mlbb gw stuck di dm malah turun trs bintang awal awal aja dikasih tim bagus kalah tp kalo dpt gold masih bisa bertahan sekarang diturunin trs bintang trs gk bisa di phus rank dikasih win sekali trs lose trs. Uninstall aja game ini bila perlu repot gamenya ke pihak playstore
Dani saputra,26 Oktober 2024,1,Semakin kesini semakin ngeleg Padahal memori kosong masih banyak sinyal bagus. Kalo setiap nglawan musuh ga bisa di gerakin alhasil mati terus.. Dan yang terjadi dapat pelangaran
Dedy Fajar,1 Agustus 2024,2,"Pertama sih enak gk ada kendala,,makin kesini makin males banyak bug gk jelas.untuk ping signal jg jelek,pdhal buat nntn video sama maen game laen jg lancar aja.tp buat hok sering signal drop sendiri dan gak bisa balik lagi."
Yuzu Takizawa,14 Agustus 2024,1,"kebanyakan team feeder terutama untuk player solo, mau sejago apapun kita, ini permainan team, kalau banyak yang feeder percuma, pembagian team yang tidak seimbang, kadang solo ketemu yang mabar dan di bawah rank kita, atau ketemu team musuh yang ranknya lebih tinggi dari team kita, sangat tidak seimbang, sungguh sulit untuk player solo."
Intan ayudia Nur Rahma,26 Desember 2024,4,"Sebenarnya udah bagus fitur-fitur dalam game tp knp selalu dapat team aneh semua, tolong diperbaiki"
Reyga Draconic,28 Juli 2024,1,"Makin lama makin kayk game sebelah yg banyak dari sistemnya. Udh mau Grandmaster, langsung dikasih lawan yg jago"".Giliran player 1 team diksih dark sistem. Parah ini game. Kirain lebih bagus dari game sebelah. Tapi malah lebih parah. Cuma menang di banyak gratisan hero + skin aja. Gameplay mah kualitas sangat rendah. Dark sistem meraja lela."
D I N D U T S,8 Oktober 2024,3,"Halo developer!! saya ingin bertanya setelah update terakhir ini kenapa saya bermain bayangan heronya tidak keluar ya? Kebetulan saya pakai grafis yang cukup tinggi tapi yang kelihatan bayangannya hanya turret saja, sedangkan untuk Hero dan beberapa monster jungle tidak keluar. Adakah solusi untuk masalah ini? Untuk kenyamanan saat bermain. Tolong jawab ya, Terimakasih"
Frea Aldevina,9 Januari 2025,5,"bagus banget, mainnya perlu otak karna sekali blunder bisa di comeback sama musuh. ngga bisa asal war juga"
Hanz Hannn,30 Juli 2024,2,"Jujur dari gameplay,Hero seru ini game cuman syg.pas di loading match suka ngestuck apalagi kalo pake hero"" tertentu kayak Alessio contohnya suka ngestuck gajelas.padahal pas main game sebelah yg notabennya lebih berat fine"" aja.tolong diperbaiki masalah ini lama"" ganggu banget.harus login ulang lagi,pas main udah ketinggalan.lama"" gw berhenti main ini game kalo gini terus"
Devan Ardiyanto,1 Oktober 2024,3,"Untuk Tencent gw udh main beberapa match dan saya bertemu player yang egois dan bodoh, setiap match saya bertemu player seperti ini dan masih ada banyak lagi terkadang teman 1 tim merebut lane yang sudah ditentukan pada saat pick Hero dan saya mohon untuk mengurangi beban dari tim yang pernah saya temui pada setiap matchnya terimakasih maafkan saya jika menyampaikan kata-kata yang kurang berkenan saya juga tahu setiap game tidak begitu buruk yah mungkin kedepannya bisa lebih baik lagi thanks"
Munah Ramadan,20 November 2024,2,tolong dong devoloper saat terjadi Macth ada player yang ga masuk atau sengaja ga masuk itu kasih peringatan akunnya udah 7kali Nemu player sering sengaja saat Macth biar ga masuk...
Didik Susanto,27 Agustus 2024,3,"Saya pemain semua game yang ada tp saya melihat hok terlalu memprovokasi mlbb, entah dr segi iklan yg menurut saya kurang pantas, bersaing boleh saja, namun tidak menjatuhkan dengan cara seperti itu. Jangan merebut kejayaan orang dengan kedengkian, berlombalah tanpa harus ada jatuh menjatuhkan. Sekian terimakasih"
Rizki Ramadhani,9 September 2024,1,"Perbaiki secara serius masalah pembagian team, dan setiap ingin pindah rank pasti selalu di persulit. Tolong di perhatikan untuk player Filipina yang kebanyakan player nya troll serta dark system seperti bot. Jangan mau kalah sama game Mobile Legends dan harus di perbaiki."
Excel Zidan23,5 Oktober 2024,4,"Dari skin,Hero,event dan lain lainnya semua sangat bagus! Namun,kenapa ketika memenangkan mode rank berkali kali pasti ada aja dapet tim yang tidak sesuai dengan tim lawan.itu saja yang ingin saya sampaikan.baru aja tadi lose streak 3× :)"
Faris hafizh Raihan,1 Januari 2025,4,"Tolong kasih suara bahasa Jepang, biar keren kaya anime. Masa kalah sama game moba sebelah"
Aka,18 November 2024,1,"Tolong optimalisasi hero hero nya. Stun mereka terlalu lama dan damage nya sakit, contohnya seperti hou yi"
Felix Cry,12 Agustus 2024,1,Jaringan 4g +wifi masih aja patah2 kadang GK mw gerak padahal sebelumnya GK gini ... Berarti kualitas menurun bukannya naik ... Bentar lagi ded game alias sepi ... Even diutamain tapi kenyamanan pemain di abaikan .... B1 aja dah.
Danu Prastyo Wibowo,11 Oktober 2024,2,"Fitur asik, menang sulit Banyak yg sama pasti, percuma fitur dan grafik bagus kalau gk bisa dinikmati dari permainannya itu sendiri..banyak yg ngeluh soal ini, berarti??? Game dark system kah??"
Rosma Abhivandya,25 September 2024,2,"Kenapa tiap habis update kalau download resource lama banget gak maju-maju, malah gak bisa diapa apain. padahal koneksi internet wifi maupun data seluler gak ada masalah. Standbye di 0% terus. Mau main gak bisa, apa-apa gak bisa, ngeselin kan. Tolong dong perhatikan."
Lemukutan Island,1 Desember 2024,1,"Jujur aku ingin uninstall ini game, drak sistem nya lebih parah dari ml, aku selalu melawan 5 player sedang kan di team ku selalu 4 bot,, percaya hok nggk akan bisa ngalhin mlbb jika seperti ini drak sistem nya, satu lagi turet nggk ada damage mati konyol di turet sendri. Gua nyerah"
Dungcino Tengah,16 November 2024,1,Menurut ku geme nya biasa aja sulit untuk menghafalkan Hero nya dan item nya player yang baru main jadi bingung deh lebih bagus MOBLE LEGEND sihh 🤣🤣🤣
RIZKI SATRIAAJI PAMUNGKAS,25 September 2024,2,Tolong gw baru update game nya dan ketika masuk game nya kudu ngulangin ngunduh data jadi okelah cuma satu hal jadi masalah ini kenapa updatenya gak lanjut lanjut padahal sinyal wifi dah bagus dan juga udah ku atur buat wifi dan data seluler masih sama saja gak lanjut lanjut
Rahmad sanjaya rahmad,8 Agustus 2024,3,Game ini sudah lumayan bagus tapi ada 2 ke kanjilan yg sering terjadi 1 March normal ataw rangking march tolong di perbaiki.soalnya keduanya hampir sama 2 Pas lagi war kenapa sinyal nya koq bisa tiba2 hilang. sedang kan main game yg lebih besar dari ini sinyal ngak pernah hilang
MLBB,23 Oktober 2024,2,anjirlah gamenya suka ngecras pas main padahal udah grafik paling rendah juga apalagi pas main tiba2 suka diam auto diam di tempat selesai main kena report ujung2nya repotasi turun udah naikin nya lama lagi masa iya harus pensiun. 1 lagi nih masalah kalau relog game tolong dong loadingnya sekali aja masak 2 kali ya kalo jaringan lancar aja 2 menit bisa masuk game.itupun pasti kena report juga mau banding juga GK bisa
Dian Rizaldi,10 Agustus 2024,1,Semua game moba Sama aja. Masa player grand master maennya Banyak yang tolol maen solo heran. Diajak nyerah pada batu. kalau untuk kelasnya dibawah gold itu masih oke. ini sekelas gm maennya kaya player gold heran . Masalah tambahan soal sinyal ping mulai gak stabil sering jumping
Khaj Akbar,2 Oktober 2024,4,Mungkin kurang diperbaiki bug nya maaf lancang soalnya saya kemarin abis main hok rank masuk ke match tapi heronya gk ada yang bisa dipake alias abu abu semua heronya jadi saya gk milih hero tiba tiba udah muncul kan gambar vs vs an nya tapi kok saya pake lam padahal gk pilih hero sama sekali sebelum pertandingan saya udah atur saya mau mid lane lah pas masuk malah jadi jungler mohon diperbaiki untuk game nya udah oke sih oke banget malah tapi karna bug saya kasih bintang 4 dulu sekian 🙏
choy chox,9 Agustus 2024,1,Saya cukup kecewa pada demage turret yg terlalu kecil. Dan juga buat player yg memiliki reputasi di bawah 90 terlalu susah untuk mengembalikannya karna ada batasan di setiap harinya. Ini yang membuat saya jengkel main game ini. Mohon agar tidak memberikan batasan agar reputasi mudah di balikan seperti game sebelah. Jika reputasi kredit score turun di bawah 90 maka tidak bisa memainkan mode rank kecuali harus mengembalikan reputasi tersebut di mode lain agar dpat bermain rank kembali.
Rain Thomas,3 Agustus 2024,2,"Pliss banget buat game HOK untuk hilangin fitur jokinya, untuk maen duo dan trio doang jadi kurang kompetitif. Chemistry nya buat maen di rank atas jadi nggak maksimal. Walaupun fitur ini sebenernya bagus, tapi sistem matchmaking nya jadi nggak sesuai karena bisa sematch dengan rank bawah."
Irfan Rustam,6 November 2024,1,"Pengalamanku 3 bulan setelah Ini game, ini MOBA atau simulasi buka box, saya benar-benar merasa terganggu dengan animasi buka box yang tidak bisa di skip dan animasi buka box apapun"
Aditya Raffi Nugraha 8D,13 November 2024,3,"apakah sudah tidak bisa di mainin di emulator LDPlayer 9? karna saat dilobi masih bisa, akan tetapi saat ingame selang beberapa menit langsung force close terus menerus"
Julman,28 November 2024,1,Games yg bagus tapi banyak bug nya.seprti login jaringan bermasalah tapi login game lain bisa.tolong di perbaiki lagi wahai tiki
Zakky Ferdianda Ferdianda,29 November 2024,5,"Grafiknya terlalu bagus,dan skin""Heronya bagus²,satu hal lagi buatlah fitur menarik lainnya sehingga game sebelah bisa tersaingi"
Edwin dwitama,9 Desember 2024,1,"Tombol di bagian atas kurang berfungsi dengan baik, tombol back kadang bisa kadang tidak, tombol setting dan message tidak bisa terbuka."
Gamers Indo,28 November 2024,3,sistem matching sudah mulai membaik tapi masih ada sedikit masalah yaitu sering kali berjumpa dengan teamate yang tank nya di bawah kita
Rahman Ade Permana,14 November 2024,1,"kagak bener ini game udah mah banyak bot nya, hukuman ampas, eh rate gacha juga ampas pentes sepi mendingan game sebelah di cap kikir juga rate gachanya mendingan selamat tinggal HOK gacha JJK adalah top up terakhir di game ini terimakasih atas ketidak nyamanannya"
Dzuan 017,19 November 2024,5,"Kepada HOK Indonesia. Selamat atas pencapaiannya meraih penghargaan geme terbaik Google play, semoga HOK terus maju dan menjadi geme paling terbaik di dunia."
Muhammad Alfatih,28 November 2024,1,"Kenapa sih dari dulu setiap mau ranked selalu di kasih teman 1 team yang bintang nya gak sepadan,giliran musuh di kasih rank yang tinggi tinggi,lawak sistem nya gak jelas lu Tencent 🤬"
Hhhdv CCccf,15 November 2024,1,"banyak minus 1.drak sistem lebih dari ml 2.gerakan hero lambat ga bisa gesit kaya siput 3.hero"" yang tidak ada skil dash yang hanya ngandelin felicker susah buat kabur 4.recall aja lama beda kaya ML,ML aja cepet"
Kimochi Ae,28 November 2024,1,"Game nya kurang memuaskan, banyak bug kadang2 login lama padahal jringan sangat bagus dan kadang saat main berhenti sendiri"
Joe lazuardy,16 November 2024,5,HOK keren skin skin nya bagus bagus dan terjangkau nggak semahal kyk game sebelah....enjoy ama game play nyaa ayoo tingkat kan event event gratisan san skin nya hahahaha sukses selalu ya HOK
tnsyh gst,24 November 2024,2,"Pembagian ranknya menurut saya TIDAK BAGUS, diberikan jauh dari musuh sebaiknya diperbaiki lagi, hingga team dan musuh terbagi adil"
01. Christopher Angelus Hermes Sidabutar,28 November 2024,5,Game bagus ramah di hp yang speknya udh agak ketinggalan Ama playernya gak kebanyakan drak sistem kecuali masuk di DM Ampe master beuuhh kebanyakan isinya para drakk sistem yang pindah dari game mobil entod
Jessy channel,22 November 2024,1,"Rating 5 w kurangi jadi rating 1, karna game nya sakit jiwa ni, kita yang babak belur kita juga yang di hukum, unistal rame rame woy,,,,, Pinalty sampai 3 mnit ngk mungkin tiam main kita nungguin hal yg ngk kita ingin lakuin,"
Ost Anime Indonesia,20 November 2024,5,"Lbh bagus dri pada mobie legend, lbh balance jg mmg hrus bener2 main team, gk kyk mobile legend yg agak gak balance grafik jg lbh nyaman dimata mnurutku letimbang mobile lengend yg kontras."
Uwi Ganteng,8 Desember 2024,1,"tolong benerin lagi game nya, saya sering banget satu tim dengan orang yang tidak sama rank nya dengan saya (lebih rendah) saya harap bisa di benerin agar match nya seimbang."
Ali Kaswanto,18 November 2024,2,"Tolong dong untuk pihak developer,game honor of Kings saya kok gak bisa masuk,ada tulisan pembaruan penginstalan gagal,tolong diperbaiki secepatnya"
Abu Huzhai,23 November 2024,5,Akhir akhir ini kekuatan sinyal merosot hal yg menyebalkan. War kalah terus karna sinyal mendadak hilang pas adu mekanik.
DICKY SETIAWAN,6 November 2024,1,"Matchmaking hukuman untuk pencurian Lane gak jelas anjirr masa dua kali game lawan farmlane di clashlane Mulu di tegasin lagi dong hukumannya masa di tim musuh 2 farm Lane , lalu tolong di samakan juga tim nya biar seimbang gak berat sebelah"
Dharma _Koala,8 Desember 2024,1,"Machmaking sangat tidak seimbang saat main duo/trio teman tim yang dikasih bot semua dan lawan nya full player squad, yang bener aja"
Lensa Berjalan,11 Agustus 2024,1,"Awal ya aja bagus, lama2 ga jelas, tiba2 pas main nge lah, padahal jaringan ku bagus Baru sampek tier diamond tapi Uda ga bisa bukak game nya, tolong lah diperbaiki🙏, mkin di-update makin susah login, gak kyak game sebelah , game taik uninstall"
Arif Rahmanali,26 November 2024,5,Game MOBA terbaik voice Hero nya gaul asyik dan sangat menantang Mantap deh pokok nya nih game dan untuk tencen sabar ya karna di spam bintang satu sama anak em el karna mereka iri dan dengki sama hok karna hok lebih bagus dari game nya ✨
Nadia Az-zahwa,12 Desember 2024,1,"Maaf ku Uninstal dulu, udah lama gk main pas baru mau main lagi eh match malah gk mau gerak dan dapet peringatan, nanti lagi ya"
Hrzon 09 (Hori),2 Desember 2024,1,"Perbaiki dalam penyetaraan pemain, tapi hari main pasti aja dikasih bot ma team ga jelas yg pasti afk atau feeder, katanya mau nyaingi sebelah tapi malah lebih parah playernya"
ahmad nur dimyathi,7 Desember 2024,5,"Jujur sih ini game moba terbaik menurut ku, tapi tolong lah perbaiki pencarian match nya, sering bngt sampe 1-3 menit, player juga butuh kenyamanan"
Riska Ika,27 November 2024,4,Asik sih cuma ada beberapa sistem yg harus gue tunggu dan itu lama baget tapi asik ko Hero nya agak sulit jadi menantang dan gue minta tolong selalu adakan event gratis ya tensen
Muhammad Hartono,14 November 2024,5,Dari segi game sdh bagus cuma kalo bisa exp dari honor pass dikurangi kami kesusahan dalam mengumpulkan exp honor passnya dan juga dapat kan skin utamanya sangat jauh di lvl 75.
Muchlas Saja,30 November 2024,5,"Dari masalah pengunduhan data, skrg sudah bekerja dengan normal, tapi anehnya, datanya akan berjalan ketika sudah menyelesaikan tutorial"
Andika Julia Perdana Putra,22 Oktober 2024,1,Secara gameplay game ini seru kalo dimainkan bersama teman alias party. Tetapi akan bikin sakit kepala kalo main solo. Saat main solo match terlalu absurt. Griding level dan gold di early game seperti tak ada gunanya saat masuk fase mid game. Sekali misake langsung kalah. Saya kira moba lain tidak seaneh ini dalam membuat playernya depresi.
Ilyas Rizky D.,21 November 2024,1,"Padahal event dah bagus, g pelit kaya sebelah. Tapi kalo lembagian tim g adil y sama aja bikin orang-orang g mau main lagi. Tolong perbaiki lagi matchnya🙏"
Muslim,28 November 2024,5,"Game sudah bagus, map sudah bagus. Cuma saran saya UI dasboard agar di maximalkan lagi. Sejauh ini game sudah bagus banget dengan banyak nya event yang menarik."
Adam Febrian,29 November 2024,5,Game ini sangat seru tapi agak sedikit kesal sih tapi seru sekali banyak Hero unik dan skin skin unik dan bagus semua Skin legend pun gratis.
Abd Khalim,6 Desember 2024,5,gw mau ngasih saran kalo bisa band ae akun yang login diperangkat berbeda dengan kenaikan rank yang signifikan biar gada player yang ngejoki kek game sebelah yang akhirnya banyak dark system didenger syukur g didenger ya mari kita bersenang² dengan darksystem 🗿
Alex Aw,15 Desember 2024,1,"Game ampass gara2 fitur Langganan lu uang di saldo gua sering kesedot, padahal baru juga sekali beli, cok nyesel gua top up in game ampass gini. lah developer asuu"
Mahendra Syafaq,30 November 2024,1,"Match making kacau dan tidak imbang, tier diamond kebawah disatukan dan setim dengan master sampai mytic bintang 50an, tetapi tim tidak bisa bermain seperti bot yang sering feeder"
Kira Quen,3 Oktober 2024,1,"Dahlah game tidak jelas prustasi aku game ini beneran sampah , wifi ku bagus koneksi ku bagus main game lain lancar pubg ga ada kendala sama sekali , ketika main game ini lag ga jelas sampe ga bisa gerak sama sekali , entah ketemu chiter atau apa tpi ga mungkin juga chiter 1x atau 2x bolehlah berfikir chiter curang mainin koneksi tapi , udah berapa match masa lag trus menerus kan aneh kalo ga dari game ini sendiri yang lag ga jelas , sumpah baru kali ini nemu game yang kek gini gman mau maincoba"
Bagus Permana,4 November 2024,1,"Dari segi permainan oke,, tapi ketemu dark sistem Mulu,, kebanyakan gendong tim..susah menang..ketemu tim player ngetroll dari berbagai negara.."
Indra Ramadhan,30 Juli 2024,1,"Kenapa jaringannya suka ngeleg padahal jaringan saya baik lo, saya scrol tiktok lancar, coba masuk youtub lancar, login game lain lancar, padahal beberapa kali gua mode pesawat jaringannya tetap merah, sepertinya bukan masalah jaringannya tapi gamenya. Tolong di perbaiki kerna rank saya turun gara-gara jaringan saat main game ini pasti bermasalah😥😥"
Marwan Iwan,18 November 2024,2,"Game ta,i dapat tim yang bot dapat lawan yang kuat.dapat lawan yang honor nya jauh di atas saya. ini sangat merugikan saya sebagai player solo."
yodi darmansah,2 November 2024,5,Ini gamenya sudah bagus tapi maaf saya bilang begini/mohon ada fitur bil konter seperti ML dan untuk yg lainnya gak masalah karna sudah bagus terima kasih
Mahesa Ridwan,1 September 2024,1,Pls lah ya Tencent. Kalau ngasih lawan yg setara lah percuma baik tapi pas di in game malah defeat Mending mobile legend dia kalau defeat 3-4 kali bakal di bales win 3-5 kali. Tapi kok lu gak? Gw defeat 3-4 kali malah di bales defeat lagi same 4-6 kali. Lain kali kalau bikin game yg niat lah. Player nya juga harus di seimbang kan. Saya gak setuju game baik tapi player nya noob Saya udah lose streak sampe stress bahkan saya cuma menang di 5vs5clasik. Tolong sistem player nya di update lagi🙏🙏
AnNur 19,31 Agustus 2024,2,"Sistem yang bener ngasih team nya, tolong lebih selektif lagi, apa bila palyer belum mampu di rank master dan seterusnya tolong jangan di naikan ( teruntuk player"" bodoh/akun jokian), sangat"" mempersulit player lain."
Noobmaster69,24 November 2024,5,"min tolong perbaiki lgi kualitas jaringannya,saya main ml pakai 2 jaringan lancar jaya,knapa di hok malah delay bgt,pke 1 jaringan ngelag,pke 2 jaringan delay,tolong min ngga enak bgt main ngelag"
nes tia,6 November 2024,1,"game ini terlalu jelek di jaringan,ping bagus tapi main cras apalagi pas war,mulai hari ini saya unistal game yg ngk bisa terima complain ini"
Azam H.L,7 Desember 2024,1,"Please Cok benerin matching game nya gua cape ketemu player laknat.klo masih gini gua uninstall game nya ,cape kena trolll Mulu padah tier gua master1 bentar lagi game gm malah ketemu tim lankat Mulu jadi turun asuuu,kalo gak di benerin kembali duit gua buat game ini gua mau hapus game ini selamanya.walaupun gua top up gak seberapa tapi itu ngabisin uang jajan sekolah gua dan waktu belajar gua buat main ini game"
