name,date,star,comment,comment_prep
Athoriq Athoriq,16 Agustus 2024,3,"Dari gameplay sangat bagus, untuk hari ini agak kecewa habis losestreak terus pas menang dapat poin penambahan power cuma dapat 7 biasanya 40 sampai 70, kalau bisa saat kalah jangan terlalu banyak pengurangan power kalau menang juga jangan terlalu sedikit diberi poin",gameplay bagus kecewa habis losestreak pas menang poin penambahan power 7 40 70 kalah pengurangan power menang poin
Aditya Ardi,1 Oktober 2024,1,"Sistem pencarian match rank nya sangat buruk, seolah-olah player tidak boleh naik ke rank yang lebih tinggi. Selalu stuck di rank tertentu. Dan itu terjadi berulang ulang. Dasar payah. TERLALU BANYAK BOT DI RANK!!!!!!!!",sistem pencarian match rank buruk olah player rank stuck rank berulang ulang dasar payah bot rank
Arif,8 Agustus 2024,3,"Tolong hilangkan pemain bot, meskipun dalam mode normal. Saya sering sekali bertemu bot di mode normal ( player tersebut tidak muncul dalam daftar recent match ) sehingga membuat permainan jadi gampang. hal itu akan membuat player lain merasa mencoba hero yg belum di kuasainy dalam mode rank karena dia telah merasa jago di mode normal (padahal lawan bot)",tolong hilangkan pemain bot mode normal bertemu bot mode normal player muncul daftar recent match permainan gampang player mencoba hero kuasainy mode rank jago mode normal lawan bot
Henri,4 Oktober 2024,2,"Gw tarik kata kata gw. Game sialan 🤬 Sinyal lag parah, main rank Dapat tim bot, Gak sesuai sama rank kita,Dark sistem gak ngotak Main solo kalah nya bisa beruntun 5-7 kali Giliran menang, paling banyak 4 kali.☺️ Cuman kebantu sama event yg bagus 😑. Sekian dari gw dan Terimakasih. Dimaafin kalo dikasih token gratis buat beli honor pass 😁",gw tarik gw game sialan sinyal lag parah main rank tim bot sesuai rank dark sistem ngotak main solo kalah beruntun 5 7 kali giliran menang 4 kali cuman kebantu event bagus sekian gw terimakasih dimaafin kalo dikasih token gratis beli pass
Christanto Novan,27 September 2024,1,"Tidak usah download game ini parah, macthmakingnya parah , lebih parah dari game mobile legend , losestreak bisa 10 kali lebih, tim gak ada yang bener , solo player dapet tim bocah terus. Game apaan , tidak sesuai peringkat. Paling tidak lihat riwayat player dulu lah kasih tim uninstal baru bener nih game.",download game parah macthmakingnya parah parah game losestreak 10 kali tim bener solo player dapet tim bocah game sesuai peringkat lihat riwayat player tim uninstal bener nih game
Ardi Alamsyah,15 Agustus 2024,1,"Ini game bintang 0 dari 1000, masa report rekan team yang jelas-jelas ga ada partisipasi bisa dapat MVP, kadang KDA kita lebih bagus dari tim tapi yang KDA nya jelek yang MVP, dibantu untuk report Player yang beban malah dideteksi tidak melakukan pelanggaran, capek dah main ini game, ga mau berkembang, untuk spel bintang 0, masih banyak spel yang delay, tapi skin dan event muncul yang baru terus!!!",game bintang 0 1000 report rekan team partisipasi mvp kadang kda bagus tim kda jelek mvp dibantu report player beban dideteksi pelanggaran capek dah main game berkembang spel bintang 0 spel delay skin event muncul
Yayang Maulana,25 Juli 2024,3,"Saya cukup suka game ini namun, terjadi nya bug yang membuat game nge lah dan tidak dapat di sentuh membuat saya terganggu. Di mohon untuk pihak developer untuk membenarkan bug tersebut, sudah saya hapus download game nya namun tetap sama, padahal hp saya android 9",suka game bug game nge sentuh terganggu mohon developer membenarkan bug hapus download game hp android 9
Ach Dennys,23 September 2024,4,"Untuk developer, hok udah bagus banget gw udah main dari versi cina sekitar tahun 2017 dan yaa mungkin sama aja cuma emng lebih bagus versi cina si mungkin karna udah lama ya, trus untuk versi global mnurut ku udah bagus cuma ada masalah jaringan, trus tiba² black screnn dan juga kadang² forcloes sndiri dan itu aneh menurutku di hp ip 14, itu aja thanks dev",developer hok udah bagus banget gw udah main versi cina 2017 yaa emng bagus versi cina si karna udah trus versi global mnurut ku udah bagus jaringan trus tiba² black screnn kadang² forcloes sndiri aneh menurutku hp ip 14 thanks dev
Deco 12,18 September 2024,5,"hai :) bang honor kamu orang indonesia? soalnya ini game yang menurut gua tuuh kayak khas indonya banget mulai dari bahasa,suara,ditail,dan lain-lain. ini game yang sangat seru dan juga keren aku suka! tapi tetap di kembang lagi yaa, tapi perkembangan nyaa jangan berat-berat agar main banyak juga 🙂🙂😁🙏 daaaaa +:[DEVELOPER]:+",hai bang orang indonesia game gua tuuh kayak khas indonya banget bahasa suara ditail game seru keren suka kembang yaa perkembangan nyaa berat berat main daaaaa developer
Taufiq Qurrahman,13 September 2024,3,"Gw sangat suka game nih udh nyoba dan udh main juga dari cbt sampek global... Cuma belakangan ini sangat sangat bosen mainin nih game karena hero goodlooking mulu yang rilis gk ada hero monster yang unik, ada memang cuma wukong hero monster pasaran, ayo lah tencent buat lh hero monster yang unik unik jangan hero goodlooking mulu atau human mulu... Edit: jangan lah hero hero ini kebanyakan yang kecinaan banget, bukan rasis, tapi masa heronya pada hero mainland semua ya bosen lah",gw suka game nih udh nyoba udh main cbt sampek global ... bosen mainin nih game hero goodlooking mulu rilis hero monster unik wukong hero monster pasaran ayo tencent lh hero monster unik unik hero goodlooking mulu human mulu ... edit hero hero kebanyakan kecinaan banget rasis heronya hero mainland bosen
Mr.mbilxd,8 Oktober 2024,4,"Gamenya bagus, cuman sekedar saran untuk sistem draft team tolong dibuat sesuai ranknya, fpsnya sering drop sendiri setelag update, kadang wifi sama paket tetap delay dan terakhir boleh ditambahan ban lagi? 4 saja kurang cukup, kalau bisa dibuat 10. Karena hero2 disini sangat kuat2. Terima kasih atas gamenya, semoga makin banyak komunitasnya. Aku harap komentar aku dibaca",gamenya bagus cuman sekedar saran sistem draft team tolong sesuai ranknya fpsnya drop setelag update kadang wifi paket delay ditambahan ban 4 10. hero2 kuat2 gamenya semoga komunitasnya harap komentar dibaca
Rahmad Riyadi,26 September 2024,3,Pada saat lagi main tiba² nge-Lag.. Hero pasti berdiam diri saja dan otomatis bakalan mati.. Walaupun analog udh di arahin mundur.. Tetap saja berdiam diri,main tiba² nge lag .. hero berdiam otomatis mati .. analog udh arahin mundur .. berdiam
Zei Tra,4 Agustus 2024,4,"Ini saya masa log out terus si, terus pas mau masuk/log in terkadang ga bisa katanya sinyal kurang stabil padahal saya pake wifi+memori hp juga masih banyak.Kok bisa begini ya",log out si pas masuk log in terkadang sinyal stabil pake wifi memori hp banyak.kok
Raima Agustin,29 November 2024,5,"Bagus, saya suka. Tapi kadang bug nya ngeganggu, kayak login lama padahal jaringan dah oke, hadeh.",bagus suka kadang bug ngeganggu kayak login jaringan dah oke hadeh
Lutvi ilham,12 Agustus 2024,4,"Kasih bintang 4 dulu Ada 1 masalah di game ini yaitu pengunduhan data internal game yang mendownload sendiri , padahal mode download dengan wifi atau data seluler sudah mati namun tetap mendownload sehingga memori RAM sangat penuh Mohon diperbaiki lagi !!!",bintang 4 1 game pengunduhan data internal game mendownload mode download wifi data seluler mati mendownload memori ram penuh mohon diperbaiki
Azis Rhamadhan,7 Agustus 2024,1,Makin parah. Setiap bintang 4 pasti di kasih lose terus. Makin males main hok lebih parah dari ML!!! Player tolol di kasih musuh tolol sekali player yg cukup bisa main kya sya di kasih team tolol musuh jago. Untuk Tencent kalo bisa di kasih team bot lawan pro palyer sekalian biar seru!,parah bintang 4 lose males main hok parah player tolol musuh tolol player main kya sya team tolol musuh jago tencent kalo team bot lawan pro palyer biar seru
Yudi Tya,27 Juli 2024,4,"Mau tanya nih untuk siaran ulang setelah pertandingan kok selalu liat team musuh ya yg utama sorotan nya juga jelek yg masuk bisa di ubah gak posisi liat siaran ulang nya jadi nya terbalik lah masa team saya menang Bagian merah harus nya biru, jadi nya jelek untuk siaran ulang nya 😒 tolong perbaiki mau edit video malh siaran ulang nya terbalik jadi aneh🙃",nih siaran ulang pertandingan liat team musuh utama sorotan jelek masuk ubah posisi liat siaran ulang terbalik team menang merah biru jelek siaran ulang tolong perbaiki edit video malh siaran ulang terbalik aneh
HF KU KENTANG,6 Januari 2025,5,"Tolong min d perbaiki padahal WiFi saya LAncar"" aj KO saat mendolonlot data game agak ngebub tolong dperbaiki sinyal d game nya min Tolong bug ny d perbaiki min",tolong min d perbaiki wifi lancar aj ko mendolonlot data game ngebub tolong dperbaiki sinyal d game min tolong bug ny d perbaiki min
Cung Kring,25 Juli 2024,4,"Gamenya sih bagus, itu tadi masalah nya banyak banget player"" Yg gk ngerti sama power heronya, jadi berasa kayak berat sebelah, padahal itu di tier master keatas berasa kek main di tier diamond kebawah selalu dapet tim yg beban dan gk ngerti sama power hero yg di pick",gamenya sih bagus banget player ngerti power heronya berasa kayak berat sebelah tier master keatas berasa kek main tier diamond kebawah dapet tim beban ngerti power hero pick
Poco M3,19 November 2024,4,"Kok ping sering naik ya,mana dihujat terus (baru pertama kali main moba ) apa gk ada fitur nunjukin sinyal tmn gitu kyk di codm yg kalau tmn ping naik keliat digame",ping dihujat kali main moba fitur nunjukin sinyal tmn gitu kyk codm tmn ping keliat digame
Riki Setiawan,17 September 2024,4,Tolong kalo bisa pertemukan musuh dari tier yg sama dan yg tdk sengaja ngefeed karena itu sangat merugikan...pengalaman dari game sebelah kalo tidak mau di tinggal peminat .....sebelumnya terimakasih 🙏🙏🙏,tolong kalo pertemukan musuh tier tdk sengaja ngefeed merugikan ... pengalaman game sebelah kalo tinggal peminat ..... terimakasih
Wendy Kurniawan,15 Desember 2024,1,"Matchmaking kacau tidak seimbang,feeder/troll bisa jadi mvp,kemampuan hero masih bagus hero yang diadaptasi ke aov",matchmaking kacau seimbang feeder troll mvp kemampuan hero bagus hero diadaptasi aov
Gapondzs,23 Agustus 2024,4,"Buat developer, bisakah mode ranked gold ke atas di perketat? Minimal kecakapan hero dg poin 500 baru bisa dipake di mode ranked, dan juga hero yg dipilih harus hero yg sesuai lane nya tanpa ada pemberitahuan ""hero ini tidak cocok untuk lane anda"". Karena masih banyak pemain yg memilih hero yg tidak sesuai daftar lane. Terimakasih",developer mode ranked gold perketat minimal kecakapan hero dg poin 500 dipake mode ranked hero dipilih hero sesuai lane pemberitahuan hero cocok lane pemain memilih hero sesuai daftar lane terimakasih
voli Vouly,17 Agustus 2024,3,"min untuk mode offline simulasi jangan di batasin dong kesempatan buat langsung hidupnya ! cuman 3 kali kesempatan lagi ,gua cuman pengen mempejari hero ! dan pas mati yang ke 4 kali nya jadi harus nunggu spawn kayak di mode online jadi malah buang buang waktu doang lawan nya cuman AI lagi",min mode offline simulasi batasin kesempatan langsung hidupnya cuman 3 kali kesempatan gua cuman pengen mempejari hero pas mati 4 kali nunggu spawn kayak mode online buang buang doang lawan cuman ai
Arya jkt987,25 Juli 2024,3,Setelah update ini game ngelag mulu! Framedrop lah! Fps cuman dapet 10-16! Kadang kalo masuk match juga telat! Padahal sinyal udah di antara 30-20 an. Coba lebih optimal kan lagi buat kedepannya!,update game ngelag mulu framedrop fps cuman dapet 10 16 kadang kalo masuk match telat sinyal udah 30 20 an coba optimal kedepannya
Aldo Pramana,25 Juli 2024,1,Awalnya Saya menikmati permainan ini karena seru Tetapi saat sudah masuk ke GM semuanya berubah tim yang selalu tidak seimbang Tiap 4 kali kalah menang 1 kali terus begitu dikarenakan tim yang sangat tidak seimbang Rekan tim yang ngetrol dan tim musuh yang tergolong lebih kuat,menikmati permainan seru masuk gm berubah tim seimbang 4 kali kalah menang 1 kali tim seimbang rekan tim ngetrol tim musuh tergolong kuat
ahmad ridho,25 Agustus 2024,2,"Game sudah bagus tapi matchmaking sampahh, setiap ingin belajar menggunakan hero baru di mode cepat atau normal selalu dipertemukan dengan lawan yg jauh diluar kemampuan dan juga tim yg tidak kompak, segera perbaiki sistem matchmaking percuma bagi² skin tapi matchmaking sampahhh!!!!",game bagus matchmaking sampahh belajar hero mode cepat normal dipertemukan lawan diluar kemampuan tim kompak perbaiki sistem matchmaking bagi² skin matchmaking sampahhh
Akhmad Ferdi Maulana,30 November 2024,1,"Udah ga main 3 bulan terus main lagi kok skin, efek rical, border, skin, hero dll hilang padahal ga trial game aneh",udah main 3 main skin efek rical border skin hero dll hilang trial game aneh
Restu Aldiansyah,23 November 2024,5,"Tolong di respon dan di perbaiki lgi untuk pihak timi studio sekaligus bapak Tencent yg terhormat, prihal matchmaking yg sangat tidak seimbang masa main solo ketemu musuh yang partyan dan lagi rank nya sering tidak seimbang tim saya gm dan cuma saya gm mythic ketemu musuh gm epic dengan bintang yang tidak seimbang. Dn untuk player yg berprilaku feed saya minta di sanksi yg tegas. Krna akhir"" ini semakin bnyk feeder dark sistem. 3 bulan ke belakang pdhl aman"" aja ga separah skrng beban timnya",tolong respon perbaiki lgi timi studio tencent terhormat prihal matchmaking seimbang main solo ketemu musuh partyan rank seimbang tim gm gm mythic ketemu musuh gm epic bintang seimbang dn player berprilaku feed sanksi krna bnyk feeder dark sistem 3 pdhl aman separah skrng beban timnya
YPTS. OFFICIAL,13 Agustus 2024,1,"Segera diperbaiki min, game sudah bagus.. Permasalahan Pengunduhan awal selalu stack 17 % setelah itu muncul error ,.. padahal jaringan sudah bagus,.. buat game lain aman² aja,.. diganti pakai wifi setelah pengunduhan awal tadi,.. Terus saya alihkan kembali ke jaringan seluler,.. Masuk ke match ke stack lagi,.. Ujungnya² kenak pinalty,.. apakah untuk provider axis tidak bisa atau cemana?...",diperbaiki min game bagus .. permasalahan pengunduhan stack 17 muncul error .. jaringan bagus .. game aman² .. diganti pakai wifi pengunduhan .. alihkan jaringan seluler .. masuk match stack .. ujungnya² kenak pinalty .. provider axis cemana ...
Paul Calvin,21 September 2024,2,"Sayang banget, game sebagus ini tapi malah botnya banyak banget. Hampir tiap match malah gw ketemu. Jungler liat overlord cuman lewat, clashlane maju 1 vs 3, roamer malah push tower sendiri. Sorry mau ngasih bintang 5 tapi gak dulu. Perbaiki matchnya dan kurangi bot baru gw akui developrnya hebat",sayang banget game sebagus botnya banget match gw ketemu jungler liat overlord cuman clashlane maju 1 vs 3 roamer push tower sorry ngasih bintang 5 perbaiki matchnya kurangi bot gw akui developrnya hebat
Zulkifli Kifli,28 Agustus 2024,3,"Saya suka dengan karakter2 di game ini,cuma masalah ukuran terbilang lebih besar di bandingkan mobile legend,dan kedepannya agar ditingkatkan lagi tampilan dalamnya agar lebih keren di bandingkan dengan mobile legend,dan harga untuk beli karakter bisa di murahin lagii",suka karakter2 game ukuran terbilang bandingkan kedepannya ditingkatkan tampilan dalamnya keren bandingkan harga beli karakter murahin lagii
Ta Ri,9 September 2024,2,"Untuk HOK , pemain yg melaporkan kita tolong diperjelas setelah permainan harap sertakan profilnya ,saya kecewa kadang saya dilaporkan tapi tidak jelas alesannya apa ,Walau permainan saya bagus disukai teman team ,tp ada saja team musuh yg melaporkan ,saya keberatan !!",hok pemain melaporkan tolong diperjelas permainan harap sertakan profilnya kecewa kadang dilaporkan alesannya permainan bagus disukai teman team tp team musuh melaporkan keberatan
Ahmad Elthaf Zidan Rizqillah,26 Juli 2024,4,"Menurut saya, game ini sudah bagus sekali. Banyak sekali event-event menarik dan juga efek skinnya tidak nanggung nanggung. Tapi sayang sekali, matchmaking nya masih belum cukup bagus. Menurut saya akan lebih bagus membuat server dari masing-masing region sendiri. Jadi servernya bukan global dikarenakan kalau ada player luar jadi di tim tidak bisa mengatur strategi dan berkomunikasi menjadi susah. Jadi tolong dibaguskan lagi sistem matchmakingnya",game bagus event event menarik efek skinnya nanggung nanggung sayang matchmaking bagus bagus server region servernya global player tim mengatur strategi berkomunikasi susah tolong dibaguskan sistem matchmakingnya
Laufthyrr,25 Juli 2024,4,"untuk event event nya sangat menyenangkan dan baik sekali, grafik low nya jg efek nya bagus dari segi in game nya jg asik sebenarnya tapi min kalo solo rank dapet tim yg ngaco nih jadi gimana gitu pengalaman bermain, jadi tiap kalo harus main jadinya harus mabar dengan teman dekat atau teman yg di luar sana baru bisa naik tier dan game play yg mengasyikkan dan kalo buat animasi-animasi nya lagi bisa di perbanyak ga? jujur asli keren banget apalagi yg cerita nya Heino dan Dolia, thanks segitu..",event event menyenangkan grafik low jg efek bagus segi in game jg asik min kalo solo rank dapet tim ngaco nih gimana gitu pengalaman bermain kalo main mabar teman teman tier game play mengasyikkan kalo animasi animasi perbanyak jujur asli keren banget cerita heino dolia thanks segitu ..
Haris Iskandar Muda,12 Agustus 2024,1,"Game-nya sudah bagus, oke, dan mantap, tapi ada satu masalah. Kenapa, jika sudah mencapai GM 25+, tidak bisa mabar dengan 5 orang? Apakah ini agar pemain tidak merasa nyaman? Maaf, saya kasih b1, karena game ini jadi kurang menarik di GM 25+. Kalau sudah bisa mabar dengan 5 orang di tier GM 25+, baru saya kasih b5. Cape ketemu orang"" gabisa main. Masa kalah dengan game sebelah yang bisa mabar 5 di tier apapun? MOBA KOK GABISA MABAR 5? HAPUS AJA GAME NYA!?",game bagus oke mantap mencapai gm 25 mabar 5 orang pemain nyaman maaf b1 game menarik gm 25 mabar 5 orang tier gm 25 b5 cape ketemu orang gabisa main kalah game sebelah mabar 5 tier apapun moba gabisa mabar 5 hapus game
Muhammad Ghulam,13 Agustus 2024,2,"Awal2 bagus, tp lama kelamaan kendala sinyal dan sering lag d pertandingan, trus drak sistemnya lebih parah banyakan yg ga bisa main sama suka gerak sendiri,. Parah",awal2 bagus tp kendala sinyal lag d pertandingan trus drak sistemnya parah banyakan main suka gerak parah
darmawan lawolo,24 Agustus 2024,3,Untuk Kontrol ny cuma bisa Diganti Tidak bisa Disesuaikan.. Mau itu kontrol Skill atau Basic attack.. Kalau Bisa Tolong diperbaiki biar enak menyesuaikan letak kontrol nya.. Terimakasih 🙏,kontrol ny diganti disesuaikan .. kontrol skill basic attack .. tolong diperbaiki biar enak menyesuaikan letak kontrol .. terimakasih
Rasyad Pradipa,11 Agustus 2024,3,"untuk matchmaking tolong di perbaiki, untuk kecakapan hero di sesuaikan agar tidak ada yang mencoba hero di mode rank. sering kali saya temukan player seperti itu, contoh player pintar",matchmaking tolong perbaiki kecakapan hero sesuaikan mencoba hero mode rank kali temukan player contoh player pintar
Tegar Rahmat,13 September 2024,5,"Event nya kurang greget 😤 bentar betul di selesainya(hadiah dikit/cuma dapet satu itu aja), aku mau Event yang agak lama, dan gak bikin bosen, gameplay baru kah, atu tampilan skin yang di perbaiki, lama lama main hok jadi bosen itu itu aja isinya, aku mau perubahan, coba , naganya berubah, towernya berubah , yang paling penting event nya sih kurang banyak dan kurang lama ,skalanya kurang besar 🔥🔥",event greget bentar selesainya hadiah dikit dapet event bikin bosen gameplay kah atu tampilan skin perbaiki main hok bosen isinya perubahan coba naganya berubah towernya berubah event sih skalanya
afif fawwaz,11 September 2024,2,"game nya udah bagus, permasalahan nya di playernya,player banyak ngetroll ,nyoba Hero di rank, ditambah lagi pihak game gak bisa deteksi player yang permainannya negatif,saran dari saya kedepannya kalau dapat temen bot mending kasih kompensasi biar bintang nya GK Ilang",game udah bagus permasalahan playernya player ngetroll nyoba hero rank ditambah game deteksi player permainannya negatif saran kedepannya temen bot mending kompensasi biar bintang ilang
Nurul Musthofa Qalyubi,4 Oktober 2024,1,"Match & match making gak bener mulu, sering nge freeze lah, coba hero di rank lah, nge report player lain yang ngambil role gak di anggap nyuri lane lah. Buat yang di ranknya tolong setting gak boleh pake hero sebelum coba beberapa kali, minimal sampe kecakapan hijau gitu....",match match making bener mulu nge freeze coba hero rank nge report player ngambil role anggap nyuri lane ranknya tolong setting pake hero coba kali minimal sampe kecakapan hijau gitu ....
Susi Handriani,20 Agustus 2024,1,"Gamenya bagus, hanya saja sistem nya suka ngeselin. Kalau kalah karna gangguan sinyal, pasti poin reputasi turun,giliran menang tapi kena fluktuasi jaringan, hasil match ga bisa di tayangkan.",gamenya bagus sistem suka ngeselin kalah karna gangguan sinyal poin reputasi turun giliran menang kena fluktuasi jaringan hasil match tayangkan
Cendikia Ariza,27 Juli 2024,5,Game ini memang lebih bagus dari game sebelah tetapi game ini mempunyai sedikit kekurangan nya yaitu waktu recal yang sangat lama dan saya harap game hok merubah waktu recal untuk pulang agar lebih cepat menang dan tidak membuang-membuang waktu.,game bagus game sebelah game kekurangan recal harap game hok merubah recal pulang cepat menang membuang membuang
Adit,31 Agustus 2024,4,"gamenya udah ok tapi masih ada beberapa kendala saat bermain seperti pembagian tim terkadang masih ada aja player yg gak ngerti atau paham tugasnya,saya masih sering nemu player kek gitu,padahal ranknya udah grandmaster tapi masih cuma mikirin soal kill sehingga objektif lain tidak di pedulikan",gamenya udah ok kendala bermain pembagian tim terkadang player ngerti paham tugasnya nemu player kek gitu ranknya udah grandmaster mikirin kill objektif pedulikan
Rio Refki maulana,24 Agustus 2024,3,"Hallo development saya senang bermain dan ini namun ada kendala jaringan yang sering terjadi, saran saya coba lihat game sebalah yang bisa berbagi jaringan data seluler dan wifi untuk mengoptimalkan permainan....",hallo development senang bermain kendala jaringan saran coba lihat game sebalah berbagi jaringan data seluler wifi mengoptimalkan permainan ....
Mald,22 Agustus 2024,2,"Reputasi saya berkurang 10 point ketika keluar dalam moder ranked,saya minta tolong kepada pihak Tencent untuk mengurangi 3 point saja...karena ketika saya ingin bermain ulang pada mode rank reputasi saya tinggal 80.,jangan memaksakan saya bermain 10 match untuk meninggikan reputasi....saya juga menjaga kesehatan🙏🙏🙏",reputasi berkurang 10 point moder ranked tolong tencent mengurangi 3 point ... bermain ulang mode rank reputasi tinggal 80. memaksakan bermain 10 match meninggikan reputasi .... menjaga kesehatan
Ali Akbar,30 Juli 2024,1,"sumpah makin tinggi tier malah bikin kesel kawan nya,nd paham aku etika anak game skrg gimana,kawan berasa lawan terus, padahal gak pernah chat,main game kan utk cari hiburan,ini malah utk cari musuh,eh...kawan feeding mulu,gak ngotak gamer skrg,nol besar... auto pensi dah",sumpah tier bikin kesel kawan nd paham etika anak game skrg gimana kawan berasa lawan chat main game utk cari hiburan utk cari musuh eh ... kawan feeding mulu ngotak gamer skrg nol ... auto pensi dah
Mukhlist Art's,24 Agustus 2024,4,"Untuk keseluruhan sudah cukup bagus dari gameplay dan grafik dlm game, walaupun masih ada yg perlu diperbaiki sih seperti keseimbangan pencocokan matchking dan ping sinyal dalam game selalu naik turun, tolong juga fps dalam game nya distabilkan lagi udh itu aja trims.",bagus gameplay grafik dlm game diperbaiki sih keseimbangan pencocokan matchking ping sinyal game turun tolong fps game distabilkan udh trims
Umar Maulana,9 Januari 2025,5,sangat seru sekali semoga developer bisa meng update lagi terimakasih telah membuat game ini sekali kali terimakasih,seru semoga developer meng update terimakasih game kali terimakasih
Reza Galih,3 Oktober 2024,1,"Perbaiki soal jaringan , kenapa ketika memakai jaringan WiFi selalu terjadi lag. Sedangan saat memakai data seluler tidak pernah terjadi lag/high ping.",perbaiki jaringan memakai jaringan wifi lag sedangan memakai data seluler lag high ping
Renoandrian 124,4 Agustus 2024,3,"Game ini udah baguss,aku udah nyaman main nya,tetapi kenapa kalau sudah menginjak rank gold,kalau mau main rank hubungankan ulang Mulu jadi gak bisa main rank,tolong developer nya di perbaiki lagi game nya terimah kasi",game udah baguss udah nyaman main menginjak rank gold main rank hubungankan ulang mulu main rank tolong developer perbaiki game terimah kasi
Nazarius Wilhelmus Kelang,1 Agustus 2024,1,Kesimpulannya game ini buruk bahkan sangat buruk. Dark system lebih parah dari mobile legend. Kalian HOK tidak akan bisa mengalahkan MLBB. Saya sudah sampai tier grandmaster tapi tim yang diberikan sangat tidak layak berada di tier grandmaster. Tim yang di kasih selalu bot sedangkan lawan saya hebat. Sungguh memalukan! Player yang baru menggunakan hiro dan belum menguasai diberikan ke tim kita tapi tim lawan berbanding jauh. Lucu,kesimpulannya game buruk buruk dark system parah hok mengalahkan mlbb tier grandmaster tim layak tier grandmaster tim bot lawan hebat sungguh memalukan player hiro menguasai tim tim lawan berbanding lucu
Ichi Yudistira Aryanto,2 Agustus 2024,2,Tolong dioptimasi di ml grafik high aja masih stabil di 60 fps masa iya dihok settingan low aja masih frame drop....sama analog sering error benerin lah kalau mau rame,tolong dioptimasi grafik high stabil 60 fps iya dihok settingan low frame drop .... analog error benerin rame
Coky Febrian,28 Juli 2024,4,Bacotan ku untuk game ini dari segi permainan sih ok Baru login dapat skin epic gratis mantap tapi ada bug yg membuat saya tidak nyaman adalah pas mau main GK bisa di pencet tombol match dan kenapa ya game nya nge lag padahal sinyal ku bagus dan memori ku masih banyak ok sekian terima kasih tolong di perbaiki ya bug nya👍🏻👍🏻,bacotan ku game segi permainan sih ok login skin epic gratis mantap bug nyaman pas main pencet tombol match game nge lag sinyal ku bagus memori ku ok sekian tolong perbaiki bug
Kang Rusuh ベスト,25 Juli 2024,3,"Level infinite tolong perbaikan game nya, setelah di update malah berat game nya. dari loading yg lama, membuat HP cepat panas, dan loading ui yg agak berat. Tolong di fix secepatnya, agar semua player hok bisa nyaman memainkan game hok nya. 🙏",level infinite tolong perbaikan game update berat game loading hp cepat panas loading ui berat tolong fix secepatnya player hok nyaman memainkan game hok
Jon Kelink,10 Agustus 2024,2,Penguncian pilihan Lane oleh sistem sebenarnya tidak masalah tapi penguncian pilihan Hero membuatnya jadi sulit buat saya dan menyebalkan karena sistem mengunci Hero untuk Lane tertentu ... Apa salahnya saya menggunakan hou yi di midlane 😤 Developer mengeliminasi kesenangan disini..biarlah player bermain sesuai pilihan heronya..nanti tim dan permainan menyesuaikan kok toh tujuan akhirnya adalah kemenangan Mungkin game ini sebenarnya di develop untuk orang Korea Utara... Hail The System,penguncian pilihan lane sistem penguncian pilihan hero membuatnya sulit menyebalkan sistem mengunci hero lane ... salahnya hou yi midlane developer mengeliminasi kesenangan .. biarlah player bermain sesuai pilihan heronya .. tim permainan menyesuaikan tujuan kemenangan game develop orang korea utara ... hail the system
D.Y.G GAMES,12 September 2024,1,"Pls HOK, aku bener² mohon tolong optimalin lagi soal koneksinya, soalnya yg bikin saya nggk betah itu jaringanNya yg payah, diLobi hijau, tapi pas lagi In-Fight merah parah. Tolong ini dah lama banget kayak gini trus, tolong dengerin ulasan pemain.",pls hok bener² mohon tolong optimalin koneksinya bikin nggk betah jaringannya payah dilobi hijau pas in fight merah parah tolong dah banget kayak gini trus tolong dengerin ulasan pemain
Gladiss,1 September 2024,3,Game rusak anying mau masuk ke game nya gak masuk masuk di tungguin hampir 7 menit terpaksa aku login ulang jadi nya di report team sendiri gara gara afk nge stuck gak jelas game nya kenapa nge lag banget sih sekarang gak kaya sebelum nya lebih lancar,game rusak anying masuk game masuk masuk tungguin 7 menit terpaksa login ulang report team gara gara afk nge stuck game nge lag banget sih kaya lancar
Gofatik Hollow,25 Juli 2024,3,Mirip seperti Mobile Legend dan AOV. Pemain masih bisa mengganti role heronya dengan yang tak sesuai. Lawan bisa punya dua MM. Victory. Team kita punya dua MM malah Defeat .. Untuk kedepannya di pengaturan rank tolong dihilangkan sistem bisa pilih role lain. Maksud saya hero pilihan yang muncul dibatasi sesuai jenis role nya. Jangan sampai bisa pilih Hero di role lain. Agar tidak banyak troll terjadi lagi dalam game.,aov pemain mengganti role heronya sesuai lawan mm victory team mm defeat .. kedepannya pengaturan rank tolong dihilangkan sistem pilih role maksud hero pilihan muncul dibatasi sesuai jenis role pilih hero role troll game
"Raditya al,G",9 Januari 2025,5,"lumayan bagus sih, tapi yang main kebanyakan anak-anak, terus kebanyakan orang China sombong²😭",lumayan bagus sih main kebanyakan anak anak kebanyakan orang china sombong²
Nur Yanto,10 Agustus 2024,5,"Dari segi grafik sudah bagus, lebih keren dari game sebelah. Namun dari segi matching/pemilihan lawan/kawan kurang seimbang. Jika pemain gold sesuaikan dengan gold, platinum sesuaikan dengan platinum. Agar pemain/musuh seimbang, satu lagi untuk Recall durasi nya lama",segi grafik bagus keren game sebelah segi matching pemilihan lawan kawan seimbang pemain gold sesuaikan gold platinum sesuaikan platinum pemain musuh seimbang recall durasi
