name,date,star,comment,comment_prep
Nayla Mirza,7 Oktober 2024,1,"game nya bgus ok cma makin kesini makin berat,kalua afdet makin tambah parah tolong di perbaiki lagi,sekarang aplikasi nya sudah 8gb kalau pakai hp ram 12 apalagi pasti berat..",game bgus ok cma kesini berat kalua afdet parah tolong perbaiki aplikasi 8gb pakai hp ram 12 berat ..
Gilang Aditia,16 November 2024,4,Halo admin untuk premium suplay even 11 kok tidak di berikan yah? Padahal saya sudah top up 2 kali berturut-turut dalam jumlah 1000 DM lebihan. Tolong di perbaiki dan di berikan token sesuai semestinya saya sangat2 menunggu kabar baiknya secepatnya☺,halo admin premium suplay even 11 yah top up 2 kali 1000 dm lebihan tolong perbaiki token sesuai semestinya sangat2 menunggu kabar baiknya secepatnya
Muhammad Anwar,4 Agustus 2024,1,Nih gak jelek banget masalah pencocokan tim nya ya kali dalam satu tim sering sekali di pertemukan dengan 3 user jungler ataupun 3 user mm sangat beda sekali dengan game honor of king yang dimana kita bisa memilih role terlebih dahulu yang membuat saya bisa bertemu dengan komposisi tim yang bagus dan saling melengkapi. Di sini malah harus rebutan role yang membuat sering terjadi draft pick yang aneh karena saling tidak mau mengalah tolong segera di tindak lanjuti karena ini membuat tidak nyaman,nih jelek banget pencocokan tim kali tim pertemukan 3 user jungler 3 user mm beda game dimana memilih role bertemu komposisi tim bagus melengkapi rebutan role draft pick aneh mengalah tolong tindak lanjuti nyaman
Seva Alfiyani,28 November 2024,1,Sistem pertandingan sekarang semakin tidak adil saya sering mendapat tim yang sangat buruk sedangkan musuh timnya lebih unggul saya sudah lose Treak 14 kali bukannya di perbaiki malah tambah parah pantas saja banyak yang uninstall mobile legend di pertengahan game tolong lah perbaiki sistemnya pertandingan nya tapi event event nya oke lah,sistem pertandingan adil tim buruk musuh timnya unggul lose treak 14 kali perbaiki parah uninstall pertengahan game tolong perbaiki sistemnya pertandingan event event oke
Reni Oktaria,17 Oktober 2024,3,"Read Moonton, Saya sudah memainkan game ini selama 4 bulan, setelah saya memainkan game ini cukup lama, kenapa makin bobrok ? Serius saya bertanya masalah tim, jaringan, gameplay semua berantakan kenapa ? Apa saya harus komplain langsung ? Gini ya, Tolong dong pihak Moonton Jika player di haruskan menanggung beban tim, Dark sistem, Jaringan, berilah kemudahan kepada player² di luar sana, saya mewakilkan player yang merasakan hal yang sama dengan saya 🙏",read moonton memainkan game 4 memainkan game bobrok serius tim jaringan gameplay berantakan komplain langsung gini tolong moonton player haruskan menanggung beban tim dark sistem jaringan berilah kemudahan player² mewakilkan player merasakan
Hafiztya Saputra,29 November 2024,1,"selalu dapat tim drak sistem, musuh spek mcl. tolong di perbaiki sistem nya kalo main itu kasih musuh yang seimbang dan tim yang seimbang jangan drak sistem terus montonnnnn, game sampah, sistem cacat",tim drak sistem musuh spek mcl tolong perbaiki sistem kalo main musuh seimbang tim seimbang drak sistem montonnnnn game sampah sistem cacat
Hallo Fahri,6 November 2024,2,Kok promo DM kuning udah gak ada padahal sebelum update ada ini bug apa gimana mlbb gua mau misi DM kuning event nya ada pemberitahuan (event ini tidak invalid) buat developer mlbb bener ini game sama event nya jadi males main mlbb,promo dm kuning udah update bug gimana mlbb gua misi dm kuning event pemberitahuan event invalid developer mlbb bener game event males main mlbb
Rifqi Auliaur Rohman,20 November 2024,1,iOS selalu jadi yang terbaik dan android akan selalu dinomer duakan untuk koneksi grafik fps dll sebagus apapun Device Androidmu,ios terbaik android dinomer duakan koneksi grafik fps dll sebagus apapun device androidmu
Abdulloh Osd46,16 Desember 2024,2,Ini gimana dah masa lag lag klo main padahal sinyal bagus kenapa pas pembaharuan malah jadi gak stabil main game nya??,gimana dah lag lag klo main sinyal bagus pas pembaharuan stabil main game
Razel Lisandi,17 Desember 2024,5,Game yang menemani saya saat saya merasa bosan dan game yang menyenangkan banyak skin yang bagus bagus dan keren keren pokoknya bagus banget deh rekomendasi banget buat yang sering bosen atau gabut gas aja main!,game menemani bosan game menyenangkan skin bagus bagus keren keren pokoknya bagus banget deh rekomendasi banget bosen gabut gas main
Akbar Aidillah,13 Desember 2024,1,"Game manipulatif seolah olah semua sudah di atur main Solo kalau keseringan menang malah mendapatkan tim beban (Darksistem) giliran main bertim dapatnya musuh setara Mitychal Imortal, menang tergantung tim, apa ini lebih baik memainkan game sebelah menang tergantung diri sendiri..",game manipulatif olah atur main solo keseringan menang tim beban darksistem giliran main bertim dapatnya musuh setara mitychal imortal menang tergantung tim memainkan game sebelah menang tergantung ..
Bob Lengari,20 November 2024,1,"Game nya jelek banget bikin emosi tiba tiba gak bisa gerak la, ngeleg la terus tiba tiba aja peringatan afk padahal itu karna game nya tiba tiba hilang jaringan aku udah bosen, sekarang game game begini makin jelek aja,Saat main rising open tim aku malah dark sistem semua dan tim musuh langsung kill 20 padahal baru beberapa menit,tolonglah moonton kasih tim itu pikir pikir dikit lah,moonton ini sengaja bikin dark sistem supaya aku main game terusnya gitu,moonton emang gak punya otak kasih tim",game jelek banget bikin emosi gerak la ngeleg la peringatan afk karna game hilang jaringan udah bosen game game jelek main rising open tim dark sistem tim musuh langsung kill 20 menit tolonglah moonton tim pikir pikir dikit moonton sengaja bikin dark sistem main game terusnya gitu moonton emang otak tim
Ru Ci,16 Agustus 2024,1,"Makin lama makin gak jelas nih sistemnya. Masa iya di kasih lose streak, ketemu tim feeder trus, sementara musuhnya jago semua. Ya gak imbang lah. Lama2 bosan lah main game ini, pindah ke game sebelah yg lg ngetrend",nih sistemnya iya lose streak ketemu tim feeder trus musuhnya jago imbang lama2 bosan main game pindah game sebelah lg ngetrend
Habib Habib,24 November 2024,1,Game Sampah!! Kenapa sih setiap main rank ketemu tim kayak warrior sedangkan musuhnya kayak imortal udah hampir 5o kali lostrek baru menang Tolong perbaiki,game sampah sih main rank ketemu tim kayak warrior musuhnya kayak imortal udah 5o kali lostrek menang tolong perbaiki
Elbahiyya Naasikah,6 Oktober 2024,3,"Maaf yak kalo aku kasih 3 bintang ~Alasan aku kasih 3 bintang~ Ngelag, kadang kadang suka nge bug, suka ada DARK SYSTEM!, kadang kadang suka keluar sendiri dah sih segitu doang cuma kadang kadang seru kadang kadang enggak Oh ya ada beberapa yg kurangAlasannya lawannya terlalu op, di tim aku bot semua tau gk! Klo misal aku kena dark SYSTEM lagi aku PENSI!! Apalagi pas Rank Epic! Nyebelin tauuuu Heh monoton skrg aku lagi fokus push tapi kn dark system mulu mening aku pensi!!",maaf yak kalo 3 bintang alasan 3 bintang ngelag kadang kadang suka nge bug suka dark system kadang kadang suka dah sih segitu doang kadang kadang seru kadang kadang oh kurangalasannya lawannya op tim bot tau klo kena dark system pensi pas rank epic nyebelin tauuuu heh monoton skrg fokus push kn dark system mulu mening pensi
EllyDD 19,8 Desember 2024,3,"ML kerenn sih, gamenya seru apalagi sekarang banyak event menarik. Tapi pas main sering bgt ketemu player rebutan Lane. Abis itu playernya gamau ngalah, emosian. Jeleknya disitu sih sama masalah jaringan. Selebihnya oke, tapi tetep dimainin sii game fav😘",kerenn sih gamenya seru event menarik pas main bgt ketemu player rebutan lane abis playernya gamau ngalah emosian jeleknya disitu sih jaringan selebihnya oke tetep dimainin sii game fav
Lilis Triani,17 Desember 2024,1,"semakin kesini semakin males, apalagi pas rank. tim musuh pada oke, sedangkan tim kita pada payah dark sistem disitu malesnya.",kesini males pas rank tim musuh oke tim payah dark sistem disitu malesnya
Hermanto Karsima,25 Oktober 2024,1,"Aneh tambah kesini main dpt tim gk selalu seimbang, gmn si sistemnya. Terus parahnya lagi sinyal bagus kok tp sering ngelag/sinyal ilang. Legnya lebih parah, jd males main ny.",aneh kesini main dpt tim seimbang gmn si sistemnya parahnya sinyal bagus tp ngelag sinyal ilang legnya parah jd males main ny
Ariya Setyawan ervan,6 November 2024,4,Bagus sih tapi gatau bug apa HP aku salah soal nya pas mau ganti profilnya kaya restart hbis itu pas mau bertarung Kayak black gitu warna nya cuman batu ama pertengahan aja gitu yang normal,bagus sih gatau bug hp salah pas ganti profilnya kaya restart hbis pas bertarung kayak black gitu warna cuman batu ama pertengahan gitu normal
Indira Irma2024,14 November 2024,5,"Assalamu'alaikum/shallom Babeh Moontoon Tolong Dong Kalo ngasih Dark Sistem Jangan Ke Jaringan, Cukup Ke tim Aja Yang Ga jelas, Biar Gw Bisa Berjuang Sendiri Depend Sendiri:(( Ini jaringan aku yang Lancar Karna WS berXX Tiba² jaringan Merahh🥺🥺 Tolong Di perbaiki yah Papih",assalamu alaikum shallom babeh moontoon tolong kalo ngasih dark sistem jaringan tim biar gw berjuang depend jaringan lancar karna ws berxx tiba² jaringan merahh tolong perbaiki yah papih
M. Rafa,18 November 2024,1,"Moonton gabisa kah buat ada penetapan role sebelum match making kayak HOK? Rasanya muak banget solo ketemu 3 player role jungler, antara ga ada yang mau ngalah atau ngalah tapi main nya jelek karena bukan role asli. Jadi mau pindah HOK aja karena bisa pilih dulu role sebelum match making",moonton gabisa kah penetapan role match making kayak hok muak banget solo ketemu 3 player role jungler ngalah ngalah main jelek role asli pindah hok pilih role match making
Kevin Jbi,20 Oktober 2024,1,"game kikir, saran gw jangan pilih kasih terhadap negara gitu woy!!!! negara lain lu kasih event bagus, bahkan kode reddem malysia di kasih tiket flex pass ama skin bruno...gw tau game lu udah rame peminatnya di Indonesia, tapi ga gini, mentang"" udh rame aja , ga asik moonton",game kikir saran gw pilih negara gitu woy negara lu event bagus kode reddem malysia tiket flex pass ama skin bruno ... gw tau game lu udah rame peminatnya indonesia gini mentang udh rame asik moonton
Ahmad Sigit,23 September 2024,1,"Boleh gak kalau Item SKY PIECER dihapus aja? Banyak orang makin bego main nya setelah ada itu item. Yang seharusnya Hero DPS malah dikasih Sky Piecer, biar apa coba? Sumpah ya player nya makin TOLOL dan DONGO setelah ada item itu di Game ini. Udah mending hapus aja, balik ke Item yg normal aja. Sama satu lagi, Change Basic Attack apalah itu setiap RANK ada tuh hero terus. Ayolah yg Normal aja Moonton bikin item hero yg sesuai. Kalau untuk Mage ya Mage, Fighter ya Fighter.",item sky piecer dihapus orang bego main item hero dps dikasih sky piecer biar coba sumpah player tolol dongo item game udah mending hapus item normal change basic attack apalah rank tuh hero ayolah normal moonton bikin item hero sesuai mage mage fighter fighter
AnjasNkps,15 Oktober 2024,5,"Saya memiliki saran kepada moonton. Saya berfikir,bahwa untuk menggabungkan original server dan advance server di mobile legends. Namun yang menjadi pembeda adalah: 1.jika bermain bersama kedua server(hero/emblem/fitur/item uji coba akan di kunci. 2.peningkatan performance yang di uji coba tidak akan masuk dalam match(jika terdapat player dengan server uji coba).",memiliki saran moonton berfikir menggabungkan original server advance server pembeda 1.jika bermain server hero emblem fitur item uji coba kunci 2.peningkatan performance uji coba masuk match player server uji coba
Linkghaa Achaziioo,8 November 2024,1,"kalo gak team yg busuk pasti tibaw jaringan hilang,, pas lag langsung cek buka youtube dan aplikasi lain lancar.. bahkan untuk live streaming aja tanpa buffer . Game kocak...",kalo team busuk tibaw jaringan hilang pas lag langsung cek buka youtube aplikasi lancar .. live streaming buffer game kocak ...
Zaky Al - Farizzi,24 November 2024,2,Game nya sih bagus tapi tolong kalo kasih tim itu harus imbang dan gak ada cheater kalo tim nya gak imbang sama musuh nanti yang main nya malah bete dan tambah stress apalagi sama musuh yang sombong saat tim ku kalah\mau kalah. untuk ketikkan mengejek itu tolong lah dihilangin soal nya bisa bikin gak mood sama sakit hati.,game sih bagus tolong kalo tim imbang cheater kalo tim imbang musuh main bete stress musuh sombong tim ku kalah kalah ketikkan mengejek tolong dihilangin bikin mood sakit hati
Ahmad Tbl12,16 Oktober 2024,2,"Tolong perbaiki lag tiba tiba ,ini bukan permasalahan sinyal di sekitar?jngn mengira sinyal kami buruk,lag tiba tiba itu membuat tidak nyaman 🙏🏻maaf ini lah kenyataan nya,ad sedikit tambahan,jngn memperbanyak event ,TPI perhatikan sinyal saat bermain",tolong perbaiki lag permasalahan sinyal jngn sinyal buruk lag nyaman maaf kenyataan ad tambahan jngn memperbanyak event tpi perhatikan sinyal bermain
Jiu Fen,24 November 2024,1,Selamat malam monton ini saya ada sedikit keluh kesah yaitu mengenai event putar keberuntungan Di M6 bulan ini saya emang suka dengan skin nya Cuma yang jadi masalah nya ini Adalah kenapa saya yang spin keberuntungan M6 ini yang harus nya dapat skin beatrix malah jadi dapat animasi hero ini kan kecurangan lantas jika tak mau kasih skin bagi ke pemain nya beruntung terus apa guna nya event spin tersebut? Jika tidak niat kasih skin yah gk usah keluarin event Kecewa berat!,selamat malam monton keluh kesah event putar keberuntungan m6 emang suka skin spin keberuntungan m6 skin beatrix animasi hero kecurangan lantas skin pemain beruntung event spin niat skin yah keluarin event kecewa berat
May You,20 November 2024,1,"di data dulu katanya😂 hei MOONTON ini bug uda 3 hari yang lalu yaaa, sedangkan anda masi ngedata?? kenapa ga dari kemarin' MOONTON, ni ya di game SEBELAH tentang bug event SAT SET loh",data hei moonton bug uda 3 yaaa masi ngedata kemarin moonton ni game sebelah bug event sat set loh
M Dafa,19 Oktober 2024,1,"hadeh masih kurang suka sama sistem download daleman game nya,masa masih memprioritas kan skin terlebih dahulu,seharus nya fitur lain terlebih dahulu,seperti efek tampilan game,kasian dong yang hp nya memorinya kecil,jadi seharusnya lebih bijak aja",hadeh suka sistem download daleman game memprioritas skin seharus fitur efek tampilan game kasian hp memorinya bijak
Kamjari,30 November 2024,1,Jelek sekali ini tidak bagus setiap saya main pasti dapat tim yg jelek / bot gk bisa main pokok nya ini game terjelek dan saya akan pindah ke honor of king saia,jelek bagus main tim jelek bot main pokok game terjelek pindah saia
Nanda Redika jaya,1 Agustus 2024,1,Saya selalu tidak bisa bermain karena ada bug jaringan setiap saya sudah memilih Hero di draf pick lalu ada tulisan di tengah layar saya yang bertuliskan jaringan tidak setabil akan menyambung ulang lalu kalau sudah selesai saya tidak bisa bermain karena loading screen Hero nya masih tetap angka 0 tidak bertambah sampai game selesai,bermain bug jaringan memilih hero draf pick tulisan layar bertuliskan jaringan setabil menyambung ulang selesai bermain loading screen hero angka 0 bertambah game selesai
Adzka 34zk,5 Desember 2024,5,Game nya udah mulai rada bagus tapi di bagian matching nya itu kurang merata saat pemilihan tim nya dan gampang membuat tim kalah bisa bisa nya yang di epic legend kaya gitu masuk ke permainan mitic harus nya di meratakan aja jadi yang legend dan epic gak ikut ikut ke pertandingan mitic mau pun sebalik nya,game udah rada bagus matching merata pemilihan tim gampang tim kalah epic kaya gitu masuk permainan mitic meratakan epic pertandingan mitic sebalik
Alisha Alisha,12 Desember 2024,5,Gamenya seru bgt sampe aku kalo main jadi pengen lagi dan lagi deh tapi sayang di suruh tidur ibu tapi gpp pulang sekolah bisa main lagi tapi kalo lagi main iklan jadi sebel kalo udah main lagi iklan lagi hmmm gimana ya caranya biar gak iklan terus kalo iklan aku jadi bosen nih tapi kalo gak pake WIFI DATA PULSA HOTSPOT gak bisa apalagi kalo mati lampu ampun bgt deh hehe,gamenya seru bgt sampe kalo main pengen deh sayang suruh tidur gpp pulang sekolah main kalo main iklan sebel kalo udah main iklan hmmm gimana biar iklan kalo iklan bosen nih kalo pake wifi data pulsa hotspot kalo mati lampu ampun bgt deh hehe
Ahmad Solihin,13 Desember 2024,4,Game nya bagus tapi tolong di perbaiki lagi game nya Karana kalo ada temen yang afk gak di terima laporan nya itu saja bagi saya tolong di perbaiki lagi moonton,game bagus tolong perbaiki game karana kalo temen afk laporan tolong perbaiki moonton
Andrian Maulana,27 November 2024,2,Saya kecewa atas memperlihatkan status hero player saat memilih hero jadinya hero favorit saya di ben tidak ada kebijakan apapun dari monton menyembunyikan status bermainnya hero player saat pilihan hero,kecewa status hero player memilih hero hero favorit ben kebijakan apapun monton menyembunyikan status bermainnya hero player pilihan hero
Ravha 19,24 November 2024,3,"Tolong lah moonton, hadirkan match yg seimbang, masa setiap main susah amat dpat teman yang bisa main, beban mulu ketemunya, makin kacau matchmakingnya..parah",tolong moonton hadirkan match seimbang main susah dpat teman main beban mulu ketemunya kacau matchmakingnya .. parah
Fathir Pratama,18 Desember 2024,5,"Saya ingin mobile legend bang bang menjadi game nomor satu dan game terbaik di dunia dan sepanjang masa, lalu saya suka karena ada alasan yang lain lagi karena game ini bisa offline dan juga bisa online juga dan banyak hero di mobile legend ini dan skin, skin nya tapi saya bingung mengapa phoveus hanya ada satu skin saja ya itu skin basic?",bang bang game nomor game terbaik dunia suka alasan game offline online hero skin skin bingung phoveus skin skin basic
Noerliadin Sergeant,14 November 2024,1,"Menang sekali kalah nya 20 kali. Untuk rekan team itu minimal sama lah kemampuannya, jangan beda kali. Baru di kasih team lawannya jago2.",menang kalah 20 kali rekan team minimal kemampuannya beda kali team lawannya jago2
FAJAR RAMDANI,20 November 2024,1,"Woiii muntun mana token nolan gua, gua udah top up 250 DM tapi kagak kehitung di jumlah top up nya, kalau begini rugi kita sebagai player luuu, tolong lah perbaiki lagi bugg misi top up nolan nya",woiii muntun token nolan gua gua udah top up 250 dm kagak kehitung top up rugi player luuu tolong perbaiki bugg misi top up nolan
Alif Salman,12 Desember 2024,1,Game paling buruk yg pernah saya mainkan bagi saya yg sering di kasih dark sistem ini GK cocok untuk dimainkan lebih baik hapus saja game ini pindah aja semuanya ke HOK sistem game ini sangat buruk,game buruk mainkan dark sistem cocok dimainkan hapus game pindah hok sistem game buruk
Made artha Wiguna,1 September 2024,2,"Game kagak jelas ngasi tim gak pernah bener sistem matchmaking nya buruk banget main game mau nyari happy malah stres, kalo kalah tim sama musuh emang seimbang sama sama jago itu gak apa malah seru, tapi ini musuhnya jago tapi timnya noob banget gak punya map, gak bisa main. Main di mythic selama 3 mingguan lebih bintang nya masih sama gak naik naik",game kagak ngasi tim bener sistem matchmaking buruk banget main game nyari happy stres kalo kalah tim musuh emang seimbang jago seru musuhnya jago timnya noob banget map main main mythic 3 mingguan bintang
Dheny Dhenot,23 Agustus 2024,2,Makin lama bukan nya makin enak ni game malah makin ancur Ama player nya tiap kali solo rank selalu lose. Draft pick tim dan enemy selalu tidak seimbang kadang dapet musuh imo ke atas sedang tim sendiri yang player nya baru naik mitik tolong developer di perbaiki dari segi draft tim nya jangan asal kasih tim,enak ni game ancur ama player kali solo rank lose draft pick tim enemy seimbang kadang dapet musuh imo tim player mitik tolong developer perbaiki segi draft tim tim
Raffz,21 November 2024,1,"Jaringan lag Mulu KLO maen ni game, padahal game lain yg pake internet ga lag,tolong di perbaiki ya masalah jaringan",jaringan lag mulu klo maen ni game game pake internet lag tolong perbaiki jaringan
Faruq Alut,31 Agustus 2024,4,"Untuk game sudah bagus,event nya!!.akhir akhir ini moonton baik banget ya sering ngasih skin yang gak main main(bagus) efck nya,tapi masih ada kekurangan ya itu pengalaman permainan (musuh yang tak seimbang atau tim drak sistem),player ml banyak mengeluh karna pengalaman permainan yang tidak adil",game bagus event .akhir moonton banget ngasih skin main main bagus efck kekurangan pengalaman permainan musuh seimbang tim drak sistem player mengeluh karna pengalaman permainan adil
Raka Saputra,19 November 2024,3,Sudah bagus ini game namun ada kendala. Musuh terlalu susah dan damage musuh terlalu sakit. Mohon untuk di perkecil damage nya,bagus game kendala musuh susah damage musuh sakit mohon perkecil damage
Ramli Aditya,30 September 2024,2,"Ml akhir"" ini banyak bug, assist tidak terhitung dan mic kadang ngebug, contohnya ditampilan speaker sudah hidup tapi bagian bawah Deket chat masih mati, dan tidak bisa hidupkan mic saat speaker tidak aktif",bug assist terhitung mic kadang ngebug contohnya ditampilan speaker hidup deket chat mati hidupkan mic speaker aktif
Mach Mimach,6 Desember 2024,1,"Sering lag saat war, padahal jaringan bagus.. terus dikasi lawan dan tim gak seimbang.. parah",lag war jaringan bagus .. dikasi lawan tim seimbang .. parah
Maleeqa Nadhira,17 Desember 2024,1,"saya slalu "" KALAH "" , seperti nya Moonton ingin saya stress , pusing dengan memberi saya tim yg otaknya miring , dan musuh yang op/ pro. Tolong Moonton TOLONG BERIKAN SAYA MENANG.",slalu kalah moonton stress pusing tim otaknya miring musuh op pro tolong moonton tolong menang
Bian,28 November 2024,4,mohon bagi pihak developer perbaiki bug jaringan di dalam game. setelah update makin banyak aja bug jaringan. gw turunin bintang 4 sampai bug jaringan nya ilang baru gw naikin bintang 5 lagi,mohon developer perbaiki bug jaringan game update bug jaringan gw turunin bintang 4 bug jaringan ilang gw naikin bintang 5
Avao.017,13 Oktober 2024,5,"Saran aja sih ya buat moonton karena fitur highlight sudah dihapus, untuk replay nya bisa di unduh / disimpan ke perangkat. Untuk membantu yang hp kentang yang kalau rekam layar biasanya gk lancar putus2 vidionya. Mungkin bisa dipertimbangkan.",saran sih moonton fitur highlight dihapus replay unduh disimpan perangkat membantu hp kentang rekam layar lancar putus2 vidionya dipertimbangkan
Erfandi Fandi,3 Desember 2024,2,"Dark sistem nya banyak sekali moonton, saya sudah berapa kali kalah, saya sudah berusaha semaksimal mungkin, tapi kalau ketemu tim yang gajelas itu rasa nya kurang mengenakkan, mohon nya Moonton, kasihan para player yang juga terkena dark sistem seperti saya ini.",dark sistem moonton kali kalah berusaha semaksimal ketemu tim gajelas mengenakkan mohon moonton kasihan player terkena dark sistem
Mwehehe,6 November 2024,1,"Mau download data dari 96,8 aja kudu 5 jam?? Padahal jaringan gua lancar, bahkan sampe sekarang belum kelar download data nya ngotak dikit lah",download data 96 8 kudu 5 jam jaringan gua lancar sampe kelar download data ngotak dikit
Reza Nur Aji,10 November 2024,3,Update yang ini gak tau kenapa pas mau masuk ke gameplay nyantiba tiba log out sendiri merugikan banget makin gak jelas tolong di perbaiki lagi pliss,update tau pas masuk gameplay nyantiba log out merugikan banget tolong perbaiki pliss
Riffano Darvinto,7 Desember 2024,5,game ini sangat bagus tapi tolong banyak yang gabisa main padahal udah di rank tinggi masih aja dikasih teman yang bot,game bagus tolong gabisa main udah rank dikasih teman bot
Yanuar Kris,10 Desember 2024,1,"Kebanyakan dapat tim tolol, ga recomended sekali, mending di unistall ganti game laen aja,yg lebih bagus ada kok,khusus game yg membuat anda stress gegara dapet tim tolol di rank,Jangan harap lu maen solo rank bisa menang dengan mudah, yg ada kalah mulu,belum lagi selalu dpt tim tolol,jokian,trol, dsb, cocok buat elu elu pd yg doyan stresss, Rugi waktu lu buat maen kek ginian, lu lihat kan yg pro player aja pd ngeluhh,udh saatnya ganti game sebelah, game burik,yuk bisa yuk pindah, semoga di ban",kebanyakan tim tolol recomended mending unistall ganti game laen bagus khusus game stress gegara dapet tim tolol rank harap lu maen solo rank menang mudah kalah mulu dpt tim tolol jokian trol dsb cocok elu elu pd doyan stresss rugi lu maen kek ginian lu lihat pro player pd ngeluhh udh ganti game sebelah game burik yuk yuk pindah semoga ban
Fachmi Giansyah,16 November 2024,1,"Udah 10 tahun game jalan event masih bisa kena BUG? Atau memang sengaja gaada event TOPUP? Makin kesini makin jadi game kikir satu ini, event topup pun dihilanginnya buat nutupin kerugian event event sebelumnya.",udah 10 game jalan event kena bug sengaja gaada event topup kesini game kikir event topup dihilanginnya nutupin kerugian event event
Alpri pardede Exp laner,12 Desember 2024,1,"Terlalu lelet parah jaringan di apk ini aplagi saat di dalam game, tolong di perbaiki. Apk ini tidak bagus",lelet parah jaringan apk aplagi game tolong perbaiki apk bagus
Iis Syauqi,8 Desember 2024,1,"game nya sangat bagus,tapi kenapa jaringan saya sudah kencang tapi ping merah,dan untuk tim saya dan tim musuh tidak seimbang.tolong diperbaiki",game bagus jaringan kencang ping merah tim tim musuh seimbang.tolong diperbaiki
Ichsa Putra,6 Desember 2024,5,Moontonnnn tulongg perbaik mest nya ya moontonnnn kalo gini cara nya gimana mau bersaing sama gem gem lain ya tolong per baik ki sis tem rank ya trol semua sama satu lagi kalo mau gem mu laku perbaik ki tuh sistem rank lo,moontonnnn tulongg perbaik mest moontonnnn kalo gini gimana bersaing gem gem tolong ki sis tem rank trol kalo gem mu laku perbaik ki tuh sistem rank lo
I Kadek Adi Hardika,6 Desember 2024,4,Ada masalah dengan ketika masuk ke apk nya. Tiba2 disuruh untuk membuat akun baru. Kenapa akun lama saya tidak muncul? Padahal saya udah cukup banyak keluarin uang di akun saya itu. Please diperbaiki . Kemungkinan aku saya di hack ato hilang setelah update season karena beberapa jam sebelum season di reset saya tadi masih bisa main. Please kembaliin aku saya. Padahal saya sudah konek ke Facebook tapi skrg kenapa dikatakan tidak bisa konek karena Facebook tidak ada connect ke game mobile legend,masuk apk tiba2 disuruh akun akun muncul udah keluarin uang akun please diperbaiki hack ato hilang update season jam season reset main please kembaliin konek facebook skrg konek facebook connect game
Anam Safiul,16 Desember 2024,4,"Menurut saya gem ini cukup menarik dan grafik nya bagus,tapi kadang kadang lawan nya GK seimbang dengan tim, tolong diperbaiki lagi",gem menarik grafik bagus kadang kadang lawan seimbang tim tolong diperbaiki
Jonathan Still Waitting,20 November 2024,1,"bug event sangat merugikan dan meresahkan jujur sebagai player yang bisa di katakan lama main mobile legend dari pertama kali skin saber legend dan roger rilis kecewa dengan moonton beberapa tahun terakhir karena banyak sekali yang seharusnya tidak diubah (""baik-baik saja"") malah diubah dan yang perlu diubah tidak diubah2 dan saya kecewa dengan bug event nolan 11.11 karena itu saya membuang banyak waktu untuk login dan top up dan saya sangat berharap moonton mendengar semua suara player thank u.",bug event merugikan meresahkan jujur player main kali skin saber roger rilis kecewa moonton diubah diubah diubah diubah2 kecewa bug event nolan 11.11 membuang login top up berharap moonton mendengar suara player thank u
Farhan Saputra,23 November 2024,1,Padahal jaringan lancar tapi pas di in game mlh ngelag total. Sistem matcmaking juga gk jelas dpt tim beban mulu semntara musuh mantan imortal semua,jaringan lancar pas in game mlh ngelag total sistem matcmaking dpt tim beban mulu semntara musuh mantan imortal
Fakhrul Alam,24 November 2024,1,"Masih, Team musuh dengan team sendiri skillnya sangat jauh perbedaan skillnya. Tolong untuk ke sekian kalinya perbaiki match making. Agar lebih adil",team musuh team skillnya perbedaan skillnya tolong sekian kalinya perbaiki match making adil
Bun Baru TV,5 November 2024,5,"Gamenya bagus banget,walaupun cukup berat untuk HP yang suka ngelag,tapi aku nyaranin buat bikin hero yang ga dari hero² lainnya contohnya hero baru ini yaitu suyou dimana terdapat skill² yang sekilas mirip dengan hero² lainnya contohnya ultimate nya yang bisa ngeluarin khodam yang mirip dengan skill ultimatenya hero Franco skin epic. Mungkin itu saja yang saya ingin sampaikan tolong sedikit kreatif yah moonton",gamenya bagus banget berat hp suka ngelag nyaranin bikin hero hero² contohnya hero suyou dimana skill² sekilas hero² contohnya ultimate ngeluarin khodam skill ultimatenya hero franco skin epic tolong kreatif yah moonton
ahmad zaidan aufa,9 Desember 2024,3,maaf tapi wifinya udah penuh tetap ngeleg padahal ngk ada game lain juga kalau di aplikasi lain misalnya youtube ngk ada yang ngeleg lancar² aja kenapa disini ngeleg yah,maaf wifinya udah penuh ngeleg ngk game aplikasi youtube ngk ngeleg lancar² ngeleg yah
Rahman Hidayat,11 Desember 2024,3,moonton tolong gak usah update hero hero mulu lah. benerin dulu sistem matcmaking tolol bet. sama tolong sediakan pemilihan lane sebelom maen jdi gak ada lagi tuh rebutan lane yg sama. pdhal mobile legend udah gede bgt di indonesia. masa kalah ama game yg baru rilis d mobile secara global. fitur game nya lengkap bgt dan seimbang matcmaking adil ada pemilihan lane atau role jdi gak ada lagi kalo maen solo ketemu player dgn role yg sama apalagi sampe rebutan lane,moonton tolong update hero hero mulu benerin sistem matcmaking tolol bet tolong sediakan pemilihan lane sebelom maen jdi tuh rebutan lane pdhal udah gede bgt indonesia kalah ama game rilis d global fitur game lengkap bgt seimbang matcmaking adil pemilihan lane role jdi kalo maen solo ketemu player dgn role sampe rebutan lane
